;DateTime,Flow CMS/m
08/03/2016 23:17:18,0
08/03/2016 23:32:18,0
08/03/2016 23:47:18,0
08/04/2016 00:02:18,0
08/04/2016 00:17:18,0
08/04/2016 00:32:18,0
08/04/2016 00:47:18,0
08/04/2016 01:02:18,0
08/04/2016 01:17:18,0
08/04/2016 01:32:18,0
08/04/2016 01:47:18,0
08/04/2016 02:02:18,0
08/04/2016 02:17:18,0
08/04/2016 02:32:18,0
08/04/2016 02:47:18,0
08/04/2016 03:02:18,0
08/04/2016 03:17:18,0
08/04/2016 03:32:18,0
08/04/2016 03:47:18,0
08/04/2016 04:02:18,0
08/04/2016 04:17:18,0
08/04/2016 04:32:18,0
08/04/2016 04:47:18,0
08/04/2016 05:02:18,0
08/04/2016 05:17:18,0
08/04/2016 05:32:18,0
08/04/2016 05:47:18,0
08/04/2016 06:02:18,0
08/04/2016 06:17:18,0
08/04/2016 06:32:18,0
08/04/2016 06:47:18,0
08/04/2016 07:02:18,0
08/04/2016 07:17:18,0
08/04/2016 07:32:18,0
08/04/2016 07:47:18,0
08/04/2016 08:02:18,0
08/04/2016 08:17:18,0
08/04/2016 08:32:18,0
08/04/2016 08:47:18,0
08/04/2016 09:02:18,0
08/04/2016 09:17:18,0
08/04/2016 09:32:18,0
08/04/2016 09:47:18,0
08/04/2016 10:02:18,0
08/04/2016 10:17:18,0
08/04/2016 10:32:18,0
08/04/2016 10:47:18,0
08/04/2016 11:02:18,0
08/04/2016 11:17:18,0
08/04/2016 11:32:18,0
08/04/2016 11:47:18,0
08/04/2016 12:02:18,0
08/04/2016 12:17:18,0
08/04/2016 12:32:18,0
08/04/2016 12:47:18,0
08/04/2016 13:02:18,0
08/04/2016 13:17:18,0
08/04/2016 13:32:18,0
08/04/2016 13:47:18,0
08/04/2016 14:02:18,0
08/04/2016 14:17:18,0
08/04/2016 14:32:18,0
08/04/2016 14:47:18,0
08/04/2016 15:02:18,0
08/04/2016 15:17:18,0
08/04/2016 15:32:18,0
08/04/2016 15:47:18,0
08/04/2016 16:02:18,0
08/04/2016 16:17:18,0
08/04/2016 16:32:18,0
08/04/2016 16:47:18,0
08/04/2016 17:02:18,0
08/04/2016 17:17:18,0
08/04/2016 17:32:18,0
08/04/2016 17:47:18,0
08/04/2016 18:02:18,0
08/04/2016 18:17:18,0
08/04/2016 18:32:18,0
08/04/2016 18:47:18,0
