;DateTime,Heat (WATT/m)
08/03/2016 18:28:52,16564.5493733871
08/03/2016 18:43:52,16375.4111392502
08/03/2016 18:58:52,16274.4643120859
08/03/2016 19:13:52,15701.3621513131
08/03/2016 19:28:52,15189.5099853593
08/03/2016 19:43:52,15292.2354670204
08/03/2016 19:58:52,15454.3324817665
08/03/2016 20:13:52,15131.2570141264
08/03/2016 20:28:52,14230.3717504365
08/03/2016 20:43:52,13376.1383544369
08/03/2016 20:58:52,13728.5814485684
08/03/2016 21:13:52,14120.5375195145
08/03/2016 21:28:52,13459.6455901962
08/03/2016 21:43:52,12827.7989149721
08/03/2016 21:58:52,12770.8842992444
08/03/2016 22:13:52,12736.161921716
08/03/2016 22:28:52,12753.2296725818
08/03/2016 22:43:52,12775.3741131926
08/03/2016 22:58:52,12259.0756698582
08/03/2016 23:13:52,12288.523129393
08/03/2016 23:28:52,12327.52336464
08/03/2016 23:43:52,12372.0338037168
08/03/2016 23:58:52,12419.8786680891
08/04/2016 00:13:52,11935.3003867709
08/04/2016 00:28:52,11438.8274062979
08/04/2016 00:43:52,11470.4048722172
08/04/2016 00:58:52,11501.9270115684
08/04/2016 01:13:52,11533.8380599798
08/04/2016 01:28:52,11566.5753504119
08/04/2016 01:43:52,11066.1827294095
08/04/2016 01:58:52,11090.442785645
08/04/2016 02:13:52,11115.1818413075
08/04/2016 02:28:52,11137.2421510586
08/04/2016 02:43:52,11148.6821735999
08/04/2016 02:58:52,11168.7783756642
08/04/2016 03:13:52,11255.7473536974
08/04/2016 03:28:52,10827.364455962
08/04/2016 03:43:52,10834.6215311097
08/04/2016 03:58:52,11338.7009138533
08/04/2016 04:13:52,11332.004124797
08/04/2016 04:28:52,10889.9609158958
08/04/2016 04:43:52,10941.343516396
08/04/2016 04:58:52,11413.9295004804
08/04/2016 05:13:52,11372.0517646509
08/04/2016 05:28:52,11321.7942230662
08/04/2016 05:43:52,11756.0955034988
08/04/2016 05:58:52,11679.8929521835
08/04/2016 06:13:52,11588.2650447257
08/04/2016 06:28:52,11980.6637890194
08/04/2016 06:43:52,11920.5134298765
08/04/2016 06:58:52,11839.7563026286
08/04/2016 07:13:52,12157.1823326924
08/04/2016 07:28:52,12444.2505878251
08/04/2016 07:43:52,12701.7591820392
08/04/2016 07:58:52,13349.982860662
08/04/2016 08:13:52,13941.6947125616
08/04/2016 08:28:52,14554.5080435038
08/04/2016 08:43:52,15598.0221137574
08/04/2016 08:58:52,16048.9298614106
08/04/2016 09:13:52,16806.8893045264
08/04/2016 09:28:52,17924.4478385657
08/04/2016 09:43:52,19025.5032639931
08/04/2016 09:58:52,19916.274252147
08/04/2016 10:13:52,20805.3706186869
08/04/2016 10:28:52,21987.0062166892
08/04/2016 10:43:52,22913.5700041518
08/04/2016 10:58:52,23724.429845567
08/04/2016 11:13:52,24321.3111172806
08/04/2016 11:28:52,24409.863881044
08/04/2016 11:43:52,24890.7682605298
08/04/2016 11:58:52,25235.1095550551
08/04/2016 12:13:52,25020.9921451137
08/04/2016 12:28:52,25342.3765534951
08/04/2016 12:43:52,25073.9254745487
08/04/2016 12:58:52,24873.0902024069
08/04/2016 13:13:52,24786.4926935397
08/04/2016 13:28:52,24193.3941313599
08/04/2016 13:43:52,22925.7190819051
08/04/2016 13:58:52,22196.4345892555
08/04/2016 14:13:52,22039.7326509935
08/04/2016 14:28:52,21783.8961420793
08/04/2016 14:43:52,21409.5800050566
08/04/2016 14:58:52,20344.1893617615
