;DateTime,Heat (WATT/m)
08/04/2016 23:28:46,8554.45758846479
08/04/2016 23:43:46,10297.0365251634
08/04/2016 23:58:46,13220.3150070597
08/05/2016 00:13:46,16704.7186163063
08/05/2016 00:28:46,19125.754575483
08/05/2016 00:43:46,21220.5043682435
08/05/2016 00:58:46,21680.1517561531
08/05/2016 01:13:46,18587.8202041016
08/05/2016 01:28:46,12924.1142850575
08/05/2016 01:43:46,5370.23326212974
08/05/2016 01:58:46,0
08/05/2016 02:13:46,0
08/05/2016 02:28:46,0
08/05/2016 02:43:46,0
08/05/2016 02:58:46,0
08/05/2016 03:13:46,0
08/05/2016 03:28:46,0
08/05/2016 03:43:46,0
08/05/2016 03:58:46,0
08/05/2016 04:13:46,0
08/05/2016 04:28:46,0
08/05/2016 04:43:46,0
08/05/2016 04:58:46,0
08/05/2016 05:13:46,0
08/05/2016 05:28:46,0
08/05/2016 05:43:46,0
08/05/2016 05:58:46,0
08/05/2016 06:13:46,0
08/05/2016 06:28:46,0
08/05/2016 06:43:46,0
08/05/2016 06:58:46,0
08/05/2016 07:13:46,0
08/05/2016 07:28:46,0
08/05/2016 07:43:46,0
08/05/2016 07:58:46,0
08/05/2016 08:13:46,0
08/05/2016 08:28:46,0
08/05/2016 08:43:46,0
08/05/2016 08:58:46,0
08/05/2016 09:13:46,0
08/05/2016 09:28:46,0
08/05/2016 09:43:46,0
08/05/2016 09:58:46,0
08/05/2016 10:13:46,0
08/05/2016 10:28:46,0
08/05/2016 10:43:46,248.634099607861
08/05/2016 10:58:46,760.804617174369
08/05/2016 11:13:46,623.370229657496
08/05/2016 11:28:46,1033.22582032997
08/05/2016 11:43:46,1396.12871528104
08/05/2016 11:58:46,1078.52003827252
08/05/2016 12:13:46,716.661907255409
08/05/2016 12:28:46,864.28102995304
08/05/2016 12:43:46,1552.10075856966
08/05/2016 12:58:46,2196.53042388817
08/05/2016 13:13:46,2817.60932308807
08/05/2016 13:28:46,2243.30052612322
08/05/2016 13:43:46,1606.0988959184
08/05/2016 13:58:46,2089.8066686014
08/05/2016 14:13:46,2560.38877854396
08/05/2016 14:28:46,2972.15725888754
08/05/2016 14:43:46,2827.6798461022
08/05/2016 14:58:46,2566.17144476846
08/05/2016 15:13:46,2888.6768048108
08/05/2016 15:28:46,3717.18591538011
08/05/2016 15:43:46,3866.99544565819
08/05/2016 15:58:46,3435.00519597707
