;DateTime,Heat (WATT/m)
08/03/2016 19:21:18,16543.7321795335
08/03/2016 19:36:18,16355.8130538783
08/03/2016 19:51:18,16247.314342404
08/03/2016 20:06:18,15667.7015837342
08/03/2016 20:21:18,15156.8900475442
08/03/2016 20:36:18,15250.9303430158
08/03/2016 20:51:18,15404.5518655025
08/03/2016 21:06:18,15071.0178880906
08/03/2016 21:21:18,14169.3258932374
08/03/2016 21:36:18,13312.8113958983
08/03/2016 21:51:18,13660.1986099435
08/03/2016 22:06:18,14048.4676926288
08/03/2016 22:21:18,13405.5585971405
08/03/2016 22:36:18,12806.7437582106
08/03/2016 22:51:18,12759.38545174
08/03/2016 23:06:18,12725.7224109525
08/03/2016 23:21:18,12709.6239638179
08/03/2016 23:36:18,12710.0650520443
08/03/2016 23:51:18,12186.9606092008
08/04/2016 00:06:18,12210.7680510266
08/04/2016 00:21:18,12235.6005273441
08/04/2016 00:36:18,12254.7527795423
08/04/2016 00:51:18,12276.1050943437
08/04/2016 01:06:18,11775.0396456801
08/04/2016 01:21:18,11281.8773082216
08/04/2016 01:36:18,11314.6425927717
08/04/2016 01:51:18,11343.873230766
08/04/2016 02:06:18,11376.3797667889
08/04/2016 02:21:18,11409.7378518409
08/04/2016 02:36:18,10922.6104408951
08/04/2016 02:51:18,10951.7256188384
08/04/2016 03:06:18,10984.5826523492
08/04/2016 03:21:18,11012.3949845374
08/04/2016 03:36:18,11037.9464853458
08/04/2016 03:51:18,11059.5340329333
08/04/2016 04:06:18,11148.4336409826
08/04/2016 04:21:18,10731.4894108741
08/04/2016 04:36:18,10744.2459498369
08/04/2016 04:51:18,11252.0270629734
08/04/2016 05:06:18,11248.3712131309
08/04/2016 05:21:18,10808.2680285905
08/04/2016 05:36:18,10861.4493610081
08/04/2016 05:51:18,11332.1216397006
08/04/2016 06:06:18,11294.7883505794
08/04/2016 06:21:18,11247.7045875132
08/04/2016 06:36:18,11684.1873720729
08/04/2016 06:51:18,11606.8298638937
08/04/2016 07:06:18,11515.7779624174
08/04/2016 07:21:18,11901.9758516555
08/04/2016 07:36:18,11848.5380718947
08/04/2016 07:51:18,11781.3539685521
08/04/2016 08:06:18,12113.6362437878
08/04/2016 08:21:18,12415.8489215154
08/04/2016 08:36:18,12691.6646194783
08/04/2016 08:51:18,13344.8511740909
08/04/2016 09:06:18,13932.6804694604
08/04/2016 09:21:18,14517.0189116236
08/04/2016 09:36:18,15555.2234146756
08/04/2016 09:51:18,16052.804671724
08/04/2016 10:06:18,16868.5246081974
08/04/2016 10:21:18,18101.6875543071
08/04/2016 10:36:18,19158.2716340122
08/04/2016 10:51:18,20055.6271514845
08/04/2016 11:06:18,20884.7042366149
08/04/2016 11:21:18,22075.2978368008
08/04/2016 11:36:18,23160.6866372029
08/04/2016 11:51:18,24033.9537254008
08/04/2016 12:06:18,24736.6893265516
08/04/2016 12:21:18,24792.9713018476
08/04/2016 12:36:18,25290.3526663359
08/04/2016 12:51:18,25698.3284461414
08/04/2016 13:06:18,25530.9661711598
08/04/2016 13:21:18,25896.0396337671
08/04/2016 13:36:18,25568.8664615396
08/04/2016 13:51:18,25323.7669873185
08/04/2016 14:06:18,25361.1415522662
08/04/2016 14:21:18,24662.2223428442
08/04/2016 14:36:18,23531.9174401409
08/04/2016 14:51:18,22668.3881671268
08/04/2016 15:06:18,22413.4751520636
08/04/2016 15:21:18,22240.7923784321
08/04/2016 15:36:18,21496.1391420689
08/04/2016 15:51:18,20433.0938675472
08/04/2016 16:06:18,19563.8305503077
08/04/2016 16:21:18,19450.5786727906
08/04/2016 16:36:18,18820.1150544055
08/04/2016 16:51:18,17723.0728273065
08/04/2016 17:06:18,17430.7932029944
08/04/2016 17:21:18,17148.3961822408
08/04/2016 17:36:18,16453.4934478537
08/04/2016 17:51:18,15911.6884612808
