;DateTime,Heat (WATT/m)
08/04/2016 19:28:46,8702.4123724526
08/04/2016 19:43:46,10480.2819121028
08/04/2016 19:58:46,13462.1412711503
08/04/2016 20:13:46,17016.8360902628
08/04/2016 20:28:46,19494.9170407977
08/04/2016 20:43:46,21640.6629396
08/04/2016 20:58:46,22124.4443715456
08/04/2016 21:13:46,18979.8499235032
08/04/2016 21:28:46,13213.3399923466
08/04/2016 21:43:46,5508.61508188437
08/04/2016 21:58:46,0
08/04/2016 22:13:46,0
08/04/2016 22:28:46,0
08/04/2016 22:43:46,0
08/04/2016 22:58:46,0
08/04/2016 23:13:46,0
08/04/2016 23:28:46,0
08/04/2016 23:43:46,0
08/04/2016 23:58:46,0
08/05/2016 00:13:46,0
08/05/2016 00:28:46,0
08/05/2016 00:43:46,0
08/05/2016 00:58:46,0
08/05/2016 01:13:46,0
08/05/2016 01:28:46,0
08/05/2016 01:43:46,0
08/05/2016 01:58:46,0
08/05/2016 02:13:46,0
08/05/2016 02:28:46,0
08/05/2016 02:43:46,0
08/05/2016 02:58:46,0
08/05/2016 03:13:46,0
08/05/2016 03:28:46,0
08/05/2016 03:43:46,0
08/05/2016 03:58:46,0
08/05/2016 04:13:46,0
08/05/2016 04:28:46,0
08/05/2016 04:43:46,0
08/05/2016 04:58:46,0
08/05/2016 05:13:46,0
08/05/2016 05:28:46,0
08/05/2016 05:43:46,0
08/05/2016 05:58:46,0
08/05/2016 06:13:46,0
08/05/2016 06:28:46,0
08/05/2016 06:43:46,248.018156942051
08/05/2016 06:58:46,757.367548041148
08/05/2016 07:13:46,616.483943154897
08/05/2016 07:28:46,1015.12123209667
08/05/2016 07:43:46,1363.85026299159
08/05/2016 07:58:46,1056.93141326385
08/05/2016 08:13:46,696.762273899132
08/05/2016 08:28:46,839.759163403539
08/05/2016 08:43:46,1501.78829582203
08/05/2016 08:58:46,2118.93277300862
08/05/2016 09:13:46,2697.38894367079
08/05/2016 09:28:46,2125.92752695013
08/05/2016 09:43:46,1515.61650416588
08/05/2016 09:58:46,1973.57552027674
08/05/2016 10:13:46,2398.81097562816
08/05/2016 10:28:46,2794.21271425302
08/05/2016 10:43:46,2612.45404090525
08/05/2016 10:58:46,2379.41785332284
08/05/2016 11:13:46,2661.25333823733
08/05/2016 11:28:46,3433.55820224881
08/05/2016 11:43:46,3618.26016787402
08/05/2016 11:58:46,3189.36542753794
08/05/2016 12:13:46,3861.4650816811
08/05/2016 12:28:46,3984.07268298751
08/05/2016 12:43:46,3600.52777962
08/05/2016 12:58:46,3215.94220156352
08/05/2016 13:13:46,3371.58340442364
08/05/2016 13:28:46,4058.82836952556
08/05/2016 13:43:46,4156.10436524964
08/05/2016 13:58:46,3795.87318337362
08/05/2016 14:13:46,3957.95474798421
08/05/2016 14:28:46,4466.47499890304
08/05/2016 14:43:46,5030.6205978477
08/05/2016 14:58:46,5016.05765139473
08/05/2016 15:13:46,5040.18610407842
08/05/2016 15:28:46,5423.51196631053
08/05/2016 15:43:46,5282.21659493631
08/05/2016 15:58:46,5157.92198509495
08/05/2016 16:13:46,5412.35987416585
08/05/2016 16:28:46,5570.94540010448
08/05/2016 16:43:46,5750.21757918052
08/05/2016 16:58:46,5777.15991771202
08/05/2016 17:13:46,6125.50517817862
08/05/2016 17:28:46,6737.9446114723
08/05/2016 17:43:46,7708.35873293041
08/05/2016 17:58:46,10289.9636928417
08/05/2016 18:13:46,13949.6922795351
08/05/2016 18:28:46,18698.7523458978
08/05/2016 18:43:46,24438.352322483
08/05/2016 18:58:46,29482.2879452469
08/05/2016 19:13:46,33176.5695782826
08/05/2016 19:28:46,32882.6082158493
08/05/2016 19:43:46,25186.2496129396
08/05/2016 19:58:46,12921.5224712883
08/05/2016 20:13:46,0
08/05/2016 20:28:46,0
08/05/2016 20:43:46,0
08/05/2016 20:58:46,0
08/05/2016 21:13:46,0
08/05/2016 21:28:46,0
08/05/2016 21:43:46,0
08/05/2016 21:58:46,0
08/05/2016 22:13:46,0
08/05/2016 22:28:46,0
08/05/2016 22:43:46,0
08/05/2016 22:58:46,0
08/05/2016 23:13:46,0
08/05/2016 23:28:46,0
08/05/2016 23:43:46,0
08/05/2016 23:58:46,0
08/06/2016 00:13:46,0
08/06/2016 00:28:46,0
08/06/2016 00:43:46,0
08/06/2016 00:58:46,0
08/06/2016 01:13:46,0
08/06/2016 01:28:46,0
08/06/2016 01:43:46,0
08/06/2016 01:58:46,0
08/06/2016 02:13:46,0
08/06/2016 02:28:46,0
