;Date	Time	CMS/length
08/05/2016	14:43:37	7.94603621651876e-06
08/05/2016	14:58:37	7.94226505112896e-06
08/05/2016	15:13:37	8.0048782615063e-06
08/05/2016	15:28:37	1.03766432037094e-05
08/05/2016	15:43:37	1.27717874079032e-05
08/05/2016	15:58:37	1.29104465823274e-05
08/05/2016	16:13:37	1.30542001308822e-05
08/05/2016	16:28:37	1.31933706390323e-05
08/05/2016	16:43:37	1.33150544387733e-05
08/05/2016	16:58:37	1.34141417865369e-05
08/05/2016	17:13:37	1.34809552662903e-05
08/05/2016	17:28:37	1.56876131145159e-05
08/05/2016	17:43:37	1.56613891010993e-05
08/05/2016	17:58:37	1.33942187090323e-05
08/05/2016	18:13:37	1.53909117104125e-05
08/05/2016	18:28:37	1.73190484978962e-05
08/05/2016	18:43:37	1.70142875087096e-05
08/05/2016	18:58:37	1.66337037339425e-05
08/05/2016	19:13:37	1.61888595427851e-05
08/05/2016	19:28:37	1.77664376256452e-05
08/05/2016	19:43:37	1.71721042811513e-05
08/05/2016	19:58:37	1.64764297094099e-05
08/05/2016	20:13:37	1.98675669030644e-05
08/05/2016	20:28:37	2.10945856621528e-05
08/05/2016	20:43:37	2.01666211194592e-05
08/05/2016	20:58:37	1.9166331668387e-05
08/05/2016	21:13:37	1.82506155029689e-05
08/05/2016	21:28:37	1.92904260303804e-05
08/05/2016	21:43:37	2.03264201624193e-05
08/05/2016	21:58:37	2.12656396476605e-05
08/05/2016	22:13:37	2.38984406353335e-05
08/05/2016	22:28:37	2.46454536651614e-05
08/05/2016	22:43:37	2.35125865710973e-05
08/05/2016	22:58:37	2.40590563751514e-05
08/05/2016	23:13:37	2.62690055396774e-05
08/05/2016	23:28:37	2.65775638497467e-05
08/05/2016	23:43:37	2.67251036089043e-05
08/05/2016	23:58:37	2.84450016988709e-05
08/06/2016	00:13:37	2.99148991558362e-05
08/06/2016	00:28:37	3.1054151773104e-05
08/06/2016	00:43:37	3.35125369741935e-05
08/06/2016	00:58:37	3.89269118222159e-05
08/06/2016	01:13:37	4.35493356152338e-05
08/06/2016	01:28:37	4.53869937793549e-05
08/06/2016	01:43:37	5.01944073420983e-05
08/06/2016	01:58:37	5.5523860346408e-05
08/06/2016	02:13:37	5.88556296812903e-05
08/06/2016	02:28:37	6.41396358023773e-05
08/06/2016	02:43:37	6.69409694775216e-05
08/06/2016	02:58:37	6.506143416e-05
08/06/2016	03:13:37	6.31610747342813e-05
08/06/2016	03:28:37	5.9432610158047e-05
08/06/2016	03:43:37	5.46125462643548e-05
08/06/2016	03:58:37	4.93495876515399e-05
08/06/2016	04:13:37	4.19857182689988e-05
08/06/2016	04:28:37	3.55260173943549e-05
08/06/2016	04:43:37	2.79504569345648e-05
08/06/2016	04:58:37	1.95663360281034e-05
08/06/2016	05:13:37	1.30923718004839e-05
08/06/2016	05:28:37	8.65732459308565e-06
08/06/2016	05:43:37	3.66595231386843e-06
08/06/2016	05:58:37	-1.95806269967724e-06
08/06/2016	06:13:37	-3.03982139941445e-06
08/06/2016	06:28:37	-4.9961264056155e-06
08/06/2016	06:43:37	-7.95573856564511e-06
08/06/2016	06:58:37	-9.41857637102959e-06
08/06/2016	07:13:37	-9.50319645153526e-06
08/06/2016	07:28:37	-8.35851290483878e-06
08/06/2016	07:43:37	-8.78511773262516e-06
08/06/2016	07:58:37	-1.08959144396804e-05
08/06/2016	08:13:37	-1.21180016146775e-05
08/06/2016	08:28:37	-1.25392900534109e-05
08/06/2016	08:43:37	-1.22605786353969e-05
08/06/2016	08:58:37	-1.13504237156453e-05
08/06/2016	09:13:37	-9.90155887079312e-06
08/06/2016	09:28:37	-7.96641181290398e-06
08/06/2016	09:43:37	-8.25526816419371e-06
08/06/2016	09:58:37	-8.16188222523542e-06
08/06/2016	10:13:37	-1.03258755737931e-05
08/06/2016	10:28:37	-1.21936537754838e-05
08/06/2016	10:43:37	-1.12129633700079e-05
08/06/2016	10:58:37	-7.4679153002492e-06
08/06/2016	11:13:37	-6.10499894806463e-06
08/06/2016	11:28:37	-7.15942650305181e-06
08/06/2016	11:43:37	-5.5427732354741e-06
08/06/2016	11:58:37	-3.83258757919363e-06
08/06/2016	12:13:37	-2.05145005062153e-06
08/06/2016	12:28:37	-2.6817958118027e-06
08/06/2016	12:43:37	-3.26753922677416e-06
08/06/2016	12:58:37	-1.35850321659162e-06
08/06/2016	13:13:37	5.54014085259879e-07
08/06/2016	13:28:37	5.7699085645136e-08
08/06/2016	13:43:37	-4.41059201845017e-07
08/06/2016	13:58:37	1.44585930690574e-06
08/06/2016	14:13:37	3.29271079403227e-06
08/06/2016	14:28:37	5.0930435363066e-06
08/06/2016	14:43:37	6.84336036142265e-06
08/06/2016	14:58:37	6.22162238790319e-06
08/06/2016	15:13:37	5.54771246558022e-06
08/06/2016	15:28:37	7.12942506467719e-06
08/06/2016	15:43:37	8.64176696790321e-06
08/06/2016	15:58:37	1.0078286272689e-05
08/06/2016	16:13:37	1.14282358988924e-05
08/06/2016	16:28:37	1.04703275624194e-05
08/06/2016	16:43:37	9.4438466738116e-06
08/06/2016	16:58:37	1.05620173726054e-05
08/06/2016	17:13:37	1.15820566269355e-05
08/06/2016	17:28:37	1.03468884869451e-05
08/06/2016	17:43:37	9.02729060249929e-06
08/06/2016	17:58:37	9.77872561177418e-06
08/06/2016	18:13:37	1.04301444490792e-05
08/06/2016	18:28:37	1.09783216358561e-05
08/06/2016	18:43:37	1.14141227237097e-05
08/06/2016	18:58:37	1.3835248858121e-05
08/06/2016	19:13:37	1.61362058538573e-05
08/06/2016	19:28:37	1.41516769390322e-05
08/06/2016	19:43:37	1.41280239396876e-05
08/06/2016	19:58:37	1.60606800969595e-05
08/06/2016	20:13:37	1.58055518903226e-05
08/06/2016	20:28:37	1.56478683610892e-05
08/06/2016	20:43:37	1.74005501973079e-05
08/06/2016	20:58:37	1.90446088243548e-05
08/06/2016	21:13:37	2.05338283177746e-05
08/06/2016	21:28:37	2.18547631378507e-05
08/06/2016	21:43:37	2.29644078943549e-05
08/06/2016	21:58:37	2.55826924965105e-05
08/06/2016	22:13:37	2.78332354239394e-05
08/06/2016	22:28:37	3.13550508129032e-05
08/06/2016	22:43:37	3.77556761103055e-05
08/06/2016	22:58:37	4.3369859876433e-05
08/06/2016	23:13:37	5.01099478658064e-05
08/06/2016	23:28:37	5.69641048849894e-05
08/06/2016	23:43:37	6.12834813688134e-05
08/06/2016	23:58:37	6.66521264246775e-05
08/07/2016	00:13:37	7.04195896239675e-05
08/07/2016	00:28:37	7.24043019316252e-05
08/07/2016	00:43:37	7.04016630241936e-05
08/07/2016	00:58:37	6.50968191102282e-05
08/07/2016	01:13:37	5.7419938566508e-05
08/07/2016	01:28:37	4.87787503574194e-05
08/07/2016	01:43:37	4.03717037489724e-05
08/07/2016	01:58:37	3.08150558128729e-05
08/07/2016	02:13:37	2.07901060241935e-05
08/07/2016	02:28:37	1.08114176727213e-05
08/07/2016	02:43:37	3.81081971337845e-06
08/07/2016	02:58:37	-5.61544388725817e-06
08/07/2016	03:13:37	-1.19896472677794e-05
08/07/2016	03:28:37	-1.26897195470523e-05
08/07/2016	03:43:37	-1.62653459000001e-05
08/07/2016	03:58:37	-2.01834358645938e-05
08/07/2016	04:13:37	-2.18480447079258e-05
08/07/2016	04:28:37	-2.43448655120967e-05
08/07/2016	04:43:37	-2.78924378682776e-05
08/07/2016	04:58:37	-2.98222685791294e-05
08/07/2016	05:13:37	-2.74376458367741e-05
08/07/2016	05:28:37	-2.66577988519146e-05
08/07/2016	05:43:37	-2.76281613094572e-05
08/07/2016	05:58:37	-2.47402504151614e-05
08/07/2016	06:13:37	-2.38514781502131e-05
08/07/2016	06:28:37	-2.5059433965423e-05
08/07/2016	06:43:37	-2.27537347404839e-05
08/07/2016	06:58:37	-1.98730429906435e-05
08/07/2016	07:13:37	-1.93404366774022e-05
08/07/2016	07:28:37	-1.83726341341936e-05
08/07/2016	07:43:37	-1.70371052034666e-05
08/07/2016	07:58:37	-1.81816961106747e-05
08/07/2016	08:13:37	-1.90642143914515e-05
08/07/2016	08:28:37	-1.69556256819577e-05
08/07/2016	08:43:37	-1.46922144320922e-05
08/07/2016	08:58:37	-1.23094644369356e-05
08/07/2016	09:13:37	-1.25359139194162e-05
08/07/2016	09:28:37	-1.26938390849094e-05
08/07/2016	09:43:37	-1.277089562e-05
08/07/2016	09:58:37	-1.28262016081075e-05
08/07/2016	10:13:37	-1.02317298842e-05
08/07/2016	10:28:37	-7.66630645822588e-06
08/07/2016	10:43:37	-7.73245560035711e-06
08/07/2016	10:58:37	-7.84432502507475e-06
08/07/2016	11:13:37	-5.42035792177435e-06
08/07/2016	11:28:37	-5.60514322461572e-06
08/07/2016	11:43:37	-3.32636925847003e-06
08/07/2016	11:58:37	-1.10542025290323e-06
08/07/2016	12:13:37	-1.49860541212285e-06
08/07/2016	12:28:37	5.48389626613084e-07
08/07/2016	12:43:37	2.50827196564525e-06
08/07/2016	12:58:37	1.9252114130002e-06
08/07/2016	13:13:37	1.26255972411549e-06
08/07/2016	13:28:37	2.97292120564516e-06
08/07/2016	13:43:37	4.59294408657292e-06
08/07/2016	13:58:37	3.73101110168971e-06
08/07/2016	14:13:37	5.1612225385484e-06
08/07/2016	14:28:37	8.88196532089749e-06
08/07/2016	14:43:37	1.01204807856046e-05
08/07/2016	14:58:37	1.12638191324193e-05
08/07/2016	15:13:37	9.97946517589003e-06
08/07/2016	15:28:37	8.60422985851757e-06
08/07/2016	15:43:37	9.46578925838714e-06
08/07/2016	15:58:37	1.25044975484771e-05
08/07/2016	16:13:37	1.31423743402192e-05
08/07/2016	16:28:37	1.13807610819355e-05
08/07/2016	16:43:37	1.17882321550305e-05
08/07/2016	16:58:37	1.20733782332952e-05
08/07/2016	17:13:37	1.22359278500001e-05
08/07/2016	17:28:37	1.44831957231377e-05
08/07/2016	17:43:37	1.65831465885398e-05
08/07/2016	17:58:37	1.63204008475806e-05
08/07/2016	18:13:37	1.5918929111447e-05
08/07/2016	18:28:37	1.75495091888689e-05
08/07/2016	18:43:37	1.90150303990323e-05
08/07/2016	18:58:37	1.81318116172e-05
08/07/2016	19:13:37	1.92416794802801e-05
08/07/2016	19:28:37	2.01700879806451e-05
08/07/2016	19:43:37	2.08761868637871e-05
08/07/2016	19:58:37	2.3489904489254e-05
08/07/2016	20:13:37	2.36804018340322e-05
08/07/2016	20:28:37	2.56470735322426e-05
08/07/2016	20:43:37	2.92802429597033e-05
08/07/2016	20:58:37	3.22916305841935e-05
08/07/2016	21:13:37	3.87754886572953e-05
08/07/2016	21:28:37	4.40942720681759e-05
08/07/2016	21:43:37	4.78444677579032e-05
08/07/2016	21:58:37	5.39291266311659e-05
08/07/2016	22:13:37	5.95868470711618e-05
08/07/2016	22:28:37	6.42879742843547e-05
08/07/2016	22:43:37	6.99264869998009e-05
08/07/2016	22:58:37	7.15542533580608e-05
08/07/2016	23:13:37	6.67979409101613e-05
08/07/2016	23:28:37	6.1065438867702e-05
08/07/2016	23:43:37	5.27797120433664e-05
08/07/2016	23:58:37	4.32643469370966e-05
08/08/2016	00:13:37	3.36825806055034e-05
08/08/2016	00:28:37	2.25305963962653e-05
08/08/2016	00:43:37	1.3393959076129e-05
08/08/2016	00:58:37	4.08133801019396e-06
08/08/2016	01:13:37	-5.05183683063802e-06
08/08/2016	01:28:37	-1.39269807200001e-05
08/08/2016	01:43:37	-1.9557889154488e-05
08/08/2016	01:58:37	-2.50774451023184e-05
08/08/2016	02:13:37	-3.06162939098387e-05
08/08/2016	02:28:37	-3.34320503747548e-05
08/08/2016	02:43:37	-3.6764081545581e-05
08/08/2016	02:58:37	-3.78297286104839e-05
08/08/2016	03:13:37	-3.99143001327941e-05
08/08/2016	03:28:37	-4.32473566344151e-05
08/08/2016	03:43:37	-4.18937623612905e-05
08/08/2016	03:58:37	-4.21848829448375e-05
08/08/2016	04:13:37	-4.42884617232636e-05
08/08/2016	04:28:37	-4.22134542409677e-05
08/08/2016	04:43:37	-4.22401561685747e-05
08/08/2016	04:58:37	-4.14265359966998e-05
08/08/2016	05:13:37	-3.98717952237097e-05
08/08/2016	05:28:37	-4.07222771468287e-05
08/08/2016	05:43:37	-3.79844794025872e-05
08/08/2016	05:58:37	-3.47716900295161e-05
08/08/2016	06:13:37	-3.41657523220389e-05
08/08/2016	06:28:37	-3.32047207756827e-05
08/08/2016	06:43:37	-3.19356410280644e-05
08/08/2016	06:58:37	-3.0391041548902e-05
08/08/2016	07:13:37	-2.86219933589951e-05
08/08/2016	07:28:37	-2.9587009637742e-05
08/08/2016	07:43:37	-3.03754362856894e-05
08/08/2016	07:58:37	-2.80838712745256e-05
08/08/2016	08:13:37	-2.56810321835484e-05
08/08/2016	08:28:37	-2.31940660299797e-05
08/08/2016	08:43:37	-2.34815347451542e-05
08/08/2016	08:58:37	-2.37037050770969e-05
08/08/2016	09:13:37	-2.10345447012109e-05
08/08/2016	09:28:37	-1.83460457062572e-05
08/08/2016	09:43:37	-1.84341692638709e-05
08/08/2016	09:58:37	-1.85182840832033e-05
08/08/2016	10:13:37	-1.58295774300261e-05
08/08/2016	10:28:37	-1.31744863696774e-05
08/08/2016	10:43:37	-1.32726701511824e-05
08/08/2016	10:58:37	-1.34023296242495e-05
08/08/2016	11:13:37	-1.08569797741936e-05
08/08/2016	11:28:37	-1.10307942831729e-05
08/08/2016	11:43:37	-1.1256780723228e-05
08/08/2016	11:58:37	-8.87708074693556e-06
08/08/2016	12:13:37	-6.56352555825992e-06
08/08/2016	12:28:37	-4.31934126124374e-06
08/08/2016	12:43:37	-4.73280768419371e-06
08/08/2016	12:58:37	-5.20516890021488e-06
08/08/2016	13:13:37	-3.1559382331167e-06
08/08/2016	13:28:37	-1.18387141145163e-06
08/08/2016	13:43:37	-1.80712686690053e-06
08/08/2016	13:58:37	-2.49545737098222e-06
08/08/2016	14:13:37	1.77213944887096e-06
08/08/2016	14:28:37	3.46886299542592e-06
08/08/2016	14:43:37	2.59310042489061e-06
08/08/2016	14:58:37	4.14140503338713e-06
08/08/2016	15:13:37	3.17821034899675e-06
08/08/2016	15:28:37	2.1483277722809e-06
08/08/2016	15:43:37	3.4906598974194e-06
08/08/2016	15:58:37	4.75260230591771e-06
08/08/2016	16:13:37	5.93254221160194e-06
08/08/2016	16:28:37	7.03343398419346e-06
08/08/2016	16:43:37	8.05205158146288e-06
08/08/2016	16:58:37	8.98221510268045e-06
08/08/2016	17:13:37	9.81908586935482e-06
08/08/2016	17:28:37	1.05640049791963e-05
08/08/2016	17:43:37	1.12105211485836e-05
08/08/2016	17:58:37	1.17427768432258e-05
08/08/2016	18:13:37	1.21430297341298e-05
08/08/2016	18:28:37	1.23854737636783e-05
08/08/2016	18:43:37	1.46905668859677e-05
08/08/2016	18:58:37	1.67284447454644e-05
08/08/2016	19:13:37	1.83827232819765e-05
08/08/2016	19:28:37	2.17706346904839e-05
08/08/2016	19:43:37	2.66932481939377e-05
08/08/2016	19:58:37	3.28680349846064e-05
08/08/2016	20:13:37	3.99422805066128e-05
08/08/2016	20:28:37	4.74328949782832e-05
08/08/2016	20:43:37	5.24352793812483e-05
08/08/2016	20:58:37	5.65805753811292e-05
08/08/2016	21:13:37	6.40427856236209e-05
08/08/2016	21:28:37	6.95469175467847e-05
08/08/2016	21:43:37	6.7964575261613e-05
08/08/2016	21:58:37	6.44366566188965e-05
08/08/2016	22:13:37	5.70716422539488e-05
08/08/2016	22:28:37	4.71156993427419e-05
08/08/2016	22:43:37	3.86446820723054e-05
08/08/2016	22:58:37	2.75996782194529e-05
08/08/2016	23:13:37	1.51054877329032e-05
08/08/2016	23:28:37	4.88121087867392e-06
08/08/2016	23:43:37	-5.39801769451138e-06
08/08/2016	23:58:37	-1.54187042893548e-05
08/09/2016	00:13:37	-2.20844239817357e-05
08/09/2016	00:28:37	-2.84812696423423e-05
08/09/2016	00:43:37	-3.47680725670968e-05
08/09/2016	00:58:37	-3.80597772759393e-05
08/09/2016	01:13:37	-4.17491525105137e-05
08/09/2016	01:28:37	-4.609692981e-05
08/09/2016	01:43:37	-4.81885419222576e-05
08/09/2016	01:58:37	-4.82589313085675e-05
08/09/2016	02:13:37	-4.65196597701614e-05
08/09/2016	02:28:37	-4.64153457932037e-05
08/09/2016	02:43:37	-4.81484023127061e-05
08/09/2016	02:58:37	-4.86685561638709e-05
08/09/2016	03:13:37	-4.81400503658641e-05
08/09/2016	03:28:37	-4.99201543012925e-05
08/09/2016	03:43:37	-4.76919210754841e-05
08/09/2016	03:58:37	-4.47972862825772e-05
08/09/2016	04:13:37	-4.77636902511992e-05
08/09/2016	04:28:37	-4.70107382014517e-05
08/09/2016	04:43:37	-4.58231156636933e-05
08/09/2016	04:58:37	-4.42755447596985e-05
08/09/2016	05:13:37	-4.2388737657742e-05
08/09/2016	05:28:37	-4.33796540629365e-05
08/09/2016	05:43:37	-4.40977347779759e-05
08/09/2016	05:58:37	-4.1414169435e-05
08/09/2016	06:13:37	-3.84894821140402e-05
08/09/2016	06:28:37	-3.84820597708972e-05
08/09/2016	06:43:37	-3.82472344574194e-05
08/09/2016	06:58:37	-3.77946823105147e-05
08/09/2016	07:13:37	-3.71324691285607e-05
08/09/2016	07:28:37	-3.32010914725806e-05
08/09/2016	07:43:37	-2.90869280139605e-05
08/09/2016	07:58:37	-3.09227042855408e-05
08/09/2016	08:13:37	-2.95395715633872e-05
08/09/2016	08:28:37	-2.49455933731467e-05
08/09/2016	08:43:37	-2.6249989833085e-05
08/09/2016	08:58:37	-2.7395539565e-05
08/09/2016	09:13:37	-2.53866795345075e-05
08/09/2016	09:28:37	-2.62024620495841e-05
08/09/2016	09:43:37	-2.68929973220968e-05
08/09/2016	09:58:37	-2.4516187707623e-05
08/09/2016	10:13:37	-2.20458459621668e-05
08/09/2016	10:28:37	-1.94903079953226e-05
08/09/2016	10:43:37	-1.97414462842109e-05
08/09/2016	10:58:37	-1.99318533761153e-05
08/09/2016	11:13:37	-1.7197075469355e-05
08/09/2016	11:28:37	-1.44348937781937e-05
08/09/2016	11:43:37	-1.44670606065439e-05
08/09/2016	11:58:37	-1.44839289480647e-05
08/09/2016	12:13:37	-1.16908944680538e-05
08/09/2016	12:28:37	-1.16680468381477e-05
08/09/2016	12:43:37	-1.1655707141129e-05
08/09/2016	12:58:37	-8.91246503394386e-06
08/09/2016	13:13:37	-8.90557068692425e-06
08/09/2016	13:28:37	-8.92853908080651e-06
08/09/2016	13:43:37	-6.29476676400543e-06
08/09/2016	13:58:37	-3.72202934711278e-06
08/09/2016	14:13:37	-3.8413246511291e-06
08/09/2016	14:28:37	-4.01763038864769e-06
08/09/2016	14:43:37	-4.21790610447412e-06
08/09/2016	14:58:37	-4.48191547887097e-06
08/09/2016	15:13:37	-2.22164996323582e-06
08/09/2016	15:28:37	-4.52714190101971e-08
08/09/2016	15:43:37	-4.86252876129127e-07
08/09/2016	15:58:37	-1.00521258344335e-06
08/09/2016	16:13:37	9.26483807710161e-07
08/09/2016	16:28:37	2.76784169564506e-06
08/09/2016	16:43:37	4.51886098756223e-06
08/09/2016	16:58:37	6.17658744613257e-06
08/09/2016	17:13:37	5.30211849822585e-06
