;Date	Time	CMS/length
08/03/2016	17:58:37	1.58358233898387e-05
08/03/2016	18:13:37	1.80123630488574e-05
08/03/2016	18:28:37	2.01163222405051e-05
08/03/2016	18:43:37	2.00056685767742e-05
08/03/2016	18:58:37	1.76785170074272e-05
08/03/2016	19:13:37	1.95883689070507e-05
08/03/2016	19:28:37	2.14250974491936e-05
08/03/2016	19:43:37	2.10568738982195e-05
08/03/2016	19:58:37	2.06179383673185e-05
08/03/2016	20:13:37	2.01066779385484e-05
08/03/2016	20:28:37	2.16041374358131e-05
08/03/2016	20:43:37	2.09463421576806e-05
08/03/2016	20:58:37	2.01853212998387e-05
08/03/2016	21:13:37	2.14096412470189e-05
08/03/2016	21:28:37	2.2529122711282e-05
08/03/2016	21:43:37	2.36090484245161e-05
08/03/2016	21:58:37	2.45760703855023e-05
08/03/2016	22:13:37	2.56220131859097e-05
08/03/2016	22:28:37	2.65518272520967e-05
08/03/2016	22:43:37	2.55840192164956e-05
08/03/2016	22:58:37	2.44901335511401e-05
08/03/2016	23:13:37	2.68242762688709e-05
08/03/2016	23:28:37	2.89909479297106e-05
08/03/2016	23:43:37	3.09640715054011e-05
08/03/2016	23:58:37	3.27017115782258e-05
08/04/2016	00:13:37	3.59189590213163e-05
08/04/2016	00:28:37	3.69614374461173e-05
08/04/2016	00:43:37	3.92781427511291e-05
08/04/2016	00:58:37	4.26921972191679e-05
08/04/2016	01:13:37	4.54117776363547e-05
08/04/2016	01:28:37	5.10880998808064e-05
08/04/2016	01:43:37	5.56862353247546e-05
08/04/2016	01:58:37	6.07070010912238e-05
08/04/2016	02:13:37	6.37225935882258e-05
08/04/2016	02:28:37	6.45437261423773e-05
08/04/2016	02:43:37	6.74552004156455e-05
08/04/2016	02:58:37	6.81807765374194e-05
08/04/2016	03:13:37	6.47451396336747e-05
08/04/2016	03:28:37	6.21606866117518e-05
08/04/2016	03:43:37	5.6279091611129e-05
08/04/2016	03:58:37	5.01637203640541e-05
08/04/2016	04:13:37	4.42781007032182e-05
08/04/2016	04:28:37	3.67945722616129e-05
08/04/2016	04:43:37	3.04727964871818e-05
08/04/2016	04:58:37	2.31241753946315e-05
08/04/2016	05:13:37	2.00078619035483e-05
08/04/2016	05:28:37	1.60698762376631e-05
08/04/2016	05:43:37	8.73512984963546e-06
08/04/2016	05:58:37	5.75824183225807e-06
08/04/2016	06:13:37	4.46305282479883e-06
08/04/2016	06:28:37	2.14007583785704e-06
08/04/2016	06:43:37	1.3221930803227e-06
08/04/2016	06:58:37	1.91853897565541e-06
08/04/2016	07:13:37	1.11913129781528e-06
08/04/2016	07:28:37	-1.19295748661283e-06
08/04/2016	07:43:37	-5.11316010317858e-06
08/04/2016	07:58:37	-8.05110467953808e-06
08/04/2016	08:13:37	-1.00866380011292e-05
08/04/2016	08:28:37	-8.64872670140748e-06
08/04/2016	08:43:37	-6.48984778053483e-06
08/04/2016	08:58:37	-6.35925205241948e-06
08/04/2016	09:13:37	-2.98263113860195e-06
08/04/2016	09:28:37	-1.76225572353107e-06
08/04/2016	09:43:37	-2.73953425209674e-06
08/04/2016	09:58:37	-3.29747383992214e-06
08/04/2016	10:13:37	-3.49386761804987e-06
08/04/2016	10:28:37	-3.37548978661298e-06
08/04/2016	10:43:37	-2.97970848250579e-06
08/04/2016	10:58:37	-2.34362059267915e-06
08/04/2016	11:13:37	-1.50432287000013e-06
08/04/2016	11:28:37	-4.95414755108574e-07
08/04/2016	11:43:37	6.53799967531854e-07
08/04/2016	11:58:37	-6.08436654516164e-07
08/04/2016	12:13:37	7.42630543152066e-07
08/04/2016	12:28:37	2.19393730015828e-06
08/04/2016	12:43:37	1.19265572354847e-06
08/04/2016	12:58:37	2.73747894424499e-06
08/04/2016	13:13:37	1.85226256720255e-06
08/04/2016	13:28:37	9.92022269193436e-07
08/04/2016	13:43:37	2.58893752929209e-06
08/04/2016	13:58:37	4.16997929017114e-06
08/04/2016	14:13:37	5.73003741887088e-06
08/04/2016	14:28:37	7.25647997390249e-06
08/04/2016	14:43:37	8.74124263134129e-06
08/04/2016	14:58:37	7.83783743064513e-06
08/04/2016	15:13:37	6.89355056747458e-06
08/04/2016	15:28:37	8.2449213931784e-06
08/04/2016	15:43:37	7.24223488870978e-06
08/04/2016	15:58:37	8.46158713769247e-06
08/04/2016	16:13:37	1.1904319809862e-05
08/04/2016	16:28:37	1.29833177967742e-05
08/04/2016	16:43:37	1.17335056266097e-05
08/04/2016	16:58:37	1.04202314693513e-05
08/04/2016	17:13:37	1.12967542440323e-05
08/04/2016	17:28:37	1.20993387404246e-05
08/04/2016	17:43:37	1.28263724340736e-05
08/04/2016	17:58:37	1.34808096795161e-05
08/04/2016	18:13:37	1.40645344042682e-05
08/04/2016	18:28:37	1.45791599635168e-05
08/04/2016	18:43:37	1.50276407046774e-05
08/04/2016	18:58:37	1.54086346969886e-05
08/04/2016	19:13:37	1.57205295410835e-05
08/04/2016	19:28:37	1.59617123441935e-05
08/04/2016	19:43:37	1.61321825711604e-05
08/04/2016	19:58:37	1.62332821840628e-05
08/04/2016	20:13:37	1.62572181464517e-05
08/04/2016	20:28:37	1.62023770100534e-05
08/04/2016	20:43:37	1.60701007468542e-05
08/04/2016	20:58:37	1.59576426804838e-05
08/04/2016	21:13:37	1.77829688007759e-05
08/04/2016	21:28:37	1.96353632050738e-05
08/04/2016	21:43:37	1.95858405629032e-05
08/04/2016	21:58:37	1.94306643455873e-05
08/04/2016	22:13:37	1.9172789539921e-05
08/04/2016	22:28:37	2.05735553214516e-05
08/04/2016	22:43:37	2.18592615628005e-05
08/04/2016	22:58:37	2.30223873902854e-05
08/04/2016	23:13:37	2.40675000762904e-05
08/04/2016	23:28:37	2.32453484461807e-05
08/04/2016	23:43:37	2.40560469455075e-05
08/04/2016	23:58:37	2.47532995443549e-05
08/05/2016	00:13:37	2.36031696483109e-05
08/05/2016	00:28:37	2.40692338592312e-05
08/05/2016	00:43:37	2.6145312056129e-05
08/05/2016	00:58:37	2.80939703152189e-05
08/05/2016	01:13:37	2.81823436992312e-05
08/05/2016	01:28:37	2.81271690120968e-05
08/05/2016	01:43:37	2.96355046733135e-05
08/05/2016	01:58:37	3.09535180703578e-05
08/05/2016	02:13:37	3.20379323366129e-05
08/05/2016	02:28:37	3.45605933661747e-05
08/05/2016	02:43:37	3.67426607006591e-05
08/05/2016	02:58:37	3.85032177756452e-05
08/05/2016	03:13:37	3.9723722891698e-05
08/05/2016	03:28:37	4.2039981530328e-05
08/05/2016	03:43:37	4.5314896995e-05
08/05/2016	03:58:37	4.769650263695e-05
08/05/2016	04:13:37	5.08009778512871e-05
08/05/2016	04:28:37	5.28720139712902e-05
08/05/2016	04:43:37	5.41814395051203e-05
08/05/2016	04:58:37	5.45900674150697e-05
08/05/2016	05:13:37	5.59054681400001e-05
08/05/2016	05:28:37	5.61347769858707e-05
08/05/2016	05:43:37	5.55196279229069e-05
08/05/2016	05:58:37	5.20444016941935e-05
08/05/2016	06:13:37	4.82201644841621e-05
08/05/2016	06:28:37	4.64994263625865e-05
08/05/2016	06:43:37	4.27557236908064e-05
08/05/2016	06:58:37	3.94514803466759e-05
08/05/2016	07:13:37	3.6809006930079e-05
08/05/2016	07:28:37	3.26425786666129e-05
08/05/2016	07:43:37	2.70398501421609e-05
08/05/2016	07:58:37	2.47830350938344e-05
08/05/2016	08:13:37	2.35530807450001e-05
08/05/2016	08:28:37	2.09911540033088e-05
08/05/2016	08:43:37	1.94569023899716e-05
08/05/2016	08:58:37	1.89290866353226e-05
08/05/2016	09:13:37	1.6927139496147e-05
08/05/2016	09:28:37	1.338763138393e-05
08/05/2016	09:43:37	1.06948975753226e-05
08/05/2016	09:58:37	8.79866623602193e-06
08/05/2016	10:13:37	7.63469307257885e-06
08/05/2016	10:28:37	7.14195919967751e-06
08/05/2016	10:43:37	7.2701929021363e-06
08/05/2016	10:58:37	5.53774190569157e-06
08/05/2016	11:13:37	4.31496837112903e-06
08/05/2016	11:28:37	3.56879966076074e-06
08/05/2016	11:43:37	3.23419279288731e-06
08/05/2016	11:58:37	5.68662016112898e-06
08/05/2016	12:13:37	6.07512086484713e-06
08/05/2016	12:28:37	4.36716555425754e-06
08/05/2016	12:43:37	5.32609116403216e-06
08/05/2016	12:58:37	6.53258931989582e-06
08/05/2016	13:13:37	5.57353214125933e-06
08/05/2016	13:28:37	7.17464877016142e-06
08/05/2016	13:43:37	6.60588217859299e-06
08/05/2016	13:58:37	6.17098663345308e-06
08/05/2016	14:13:37	8.21482127274193e-06
08/05/2016	14:28:37	8.03204957975093e-06
