;Date	Time	Flow(CMS)
08/04/2016	23:02:06	0.526044671599003
08/04/2016	23:17:06	0.539377432564847
08/04/2016	23:32:06	0.541625708341421
08/04/2016	23:47:06	0.544314751161865
08/05/2016	00:02:06	0.548218714682067
08/05/2016	00:17:06	0.562294438330384
08/05/2016	00:32:06	0.56679915228613
08/05/2016	00:47:06	0.59193045811504
08/05/2016	01:02:06	0.603076601988629
08/05/2016	01:17:06	0.610569741039109
08/05/2016	01:32:06	0.606472226521712
08/05/2016	01:47:06	0.613592482700111
08/05/2016	02:02:06	0.609708908472052
08/05/2016	02:17:06	0.618473066852901
08/05/2016	02:32:06	0.614812985036739
08/05/2016	02:47:06	0.612480458756929
08/05/2016	03:02:06	0.611275792258733
08/05/2016	03:17:06	0.612625098423221
08/05/2016	03:32:06	0.626477338529827
08/05/2016	03:47:06	0.626476312431968
08/05/2016	04:02:06	0.626988775769349
08/05/2016	04:17:06	0.629078375710795
08/05/2016	04:32:06	0.628746922693505
08/05/2016	04:47:06	0.614173500194523
08/05/2016	05:02:06	0.601963010969603
08/05/2016	05:17:06	0.603811984778683
08/05/2016	05:32:06	0.605195506997297
08/05/2016	05:47:06	0.604486623405101
08/05/2016	06:02:06	0.592678280271582
08/05/2016	06:17:06	0.594227684723973
08/05/2016	06:32:06	0.595229565454241
08/05/2016	06:47:06	0.596233205964844
08/05/2016	07:02:06	0.597802104631239
08/05/2016	07:17:06	0.598798989911338
08/05/2016	07:32:06	0.599778372970502
08/05/2016	07:47:06	0.600731358631963
08/05/2016	08:02:06	0.6016480241621
08/05/2016	08:17:06	0.60198068499105
08/05/2016	08:32:06	0.602260895206189
08/05/2016	08:47:06	0.603025195857027
08/05/2016	09:02:06	0.604262794678566
08/05/2016	09:17:06	0.605524658916908
08/05/2016	09:32:06	0.608683944201448
08/05/2016	09:47:06	0.621620425831682
08/05/2016	10:02:06	0.621625324687316
08/05/2016	10:17:06	0.624263869554017
08/05/2016	10:32:06	0.638010420803997
08/05/2016	10:47:06	0.640064589238467
08/05/2016	11:02:06	0.653721346368948
08/05/2016	11:17:06	0.654010570884131
08/05/2016	11:32:06	0.655998419442285
08/05/2016	11:47:06	0.671784863150882
08/05/2016	12:02:06	0.686118184443129
08/05/2016	12:17:06	0.688980169768005
08/05/2016	12:32:06	0.706021308927092
08/05/2016	12:47:06	0.720718767683235
08/05/2016	13:02:06	0.720244741798005
08/05/2016	13:17:06	0.71973996624562
08/05/2016	13:32:06	0.720114471659373
08/05/2016	13:47:06	0.720461653550508
08/05/2016	14:02:06	0.720778776816646
08/05/2016	14:17:06	0.720624062455379
08/05/2016	14:32:06	0.720432544601156
08/05/2016	14:47:06	0.720653522290957
08/05/2016	15:02:06	0.721270237802292
08/05/2016	15:17:06	0.723791857783504
08/05/2016	15:32:06	0.743029968351931
08/05/2016	15:47:06	0.77628872357504
08/05/2016	16:02:06	0.79193383906273
08/05/2016	16:17:06	0.786622122278103
08/05/2016	16:32:06	0.750812925386864
08/05/2016	16:47:06	0.718844985417873
08/05/2016	17:02:06	0.698347163952817
08/05/2016	17:17:06	0.656659358065551
08/05/2016	17:32:06	0.656367515093651
08/05/2016	17:47:06	0.652050855685904
08/05/2016	18:02:06	0.623248332631233
08/05/2016	18:17:06	0.610726287899524
08/05/2016	18:32:06	0.608559145620033
08/05/2016	18:47:06	0.595208625948074
08/05/2016	19:02:06	0.593317833208494
08/05/2016	19:17:06	0.577819653388981
08/05/2016	19:32:06	0.562729771817289
08/05/2016	19:47:06	0.552122233379988
08/05/2016	20:02:06	0.563045065115848
08/05/2016	20:17:06	0.548297465235192
08/05/2016	20:32:06	0.538277982843002
08/05/2016	20:47:06	0.548575385234141
08/05/2016	21:02:06	0.535013552794652
08/05/2016	21:17:06	0.525322905021743
08/05/2016	21:32:06	0.539692067428992
08/05/2016	21:47:06	0.538472188438778
08/05/2016	22:02:06	0.517616480337924
08/05/2016	22:17:06	0.521945942349182
08/05/2016	22:32:06	0.52572556801199
08/05/2016	22:47:06	0.52850057310608
08/05/2016	23:02:06	0.530229280328277
08/05/2016	23:17:06	0.536445319216925
08/05/2016	23:32:06	0.527248562533725
08/05/2016	23:47:06	0.516883458282811
08/06/2016	00:02:06	0.504827430214127
08/06/2016	00:17:06	0.484180661899278
08/06/2016	00:32:06	0.475070193710321
08/06/2016	00:47:06	0.460268566743018
08/06/2016	01:02:06	0.468928898099612
08/06/2016	01:17:06	0.467993864959681
08/06/2016	01:32:06	0.469666916723971
08/06/2016	01:47:06	0.48077173506807
08/06/2016	02:02:06	0.481202673073426
08/06/2016	02:17:06	0.482327160270628
08/06/2016	02:32:06	0.484004286351592
08/06/2016	02:47:06	0.486116016181931
08/06/2016	03:02:06	0.487888058194346
08/06/2016	03:17:06	0.489247926508298
08/06/2016	03:32:06	0.490803145996682
08/06/2016	03:47:06	0.492501958026154
08/06/2016	04:02:06	0.494303599236957
08/06/2016	04:17:06	0.496177521796447
08/06/2016	04:32:06	0.498094646254648
08/06/2016	04:47:06	0.500030875615003
08/06/2016	05:02:06	0.501335647771579
08/06/2016	05:17:06	0.5026258475504
08/06/2016	05:32:06	0.503898435885738
08/06/2016	05:47:06	0.503248898223855
08/06/2016	06:02:06	0.493498992094316
08/06/2016	06:17:06	0.494640855451878
08/06/2016	06:32:06	0.495722887417247
08/06/2016	06:47:06	0.496758618664867
08/06/2016	07:02:06	0.49773446916097
08/06/2016	07:17:06	0.498651604706748
08/06/2016	07:32:06	0.496969889487924
08/06/2016	07:47:06	0.48574281628327
08/06/2016	08:02:06	0.486451655087606
08/06/2016	08:17:06	0.48764834015388
08/06/2016	08:32:06	0.488786706614354
08/06/2016	08:47:06	0.486956390962955
08/06/2016	09:02:06	0.475770040697076
08/06/2016	09:17:06	0.476156004241325
08/06/2016	09:32:06	0.477007587534183
08/06/2016	09:47:06	0.477797680172773
08/06/2016	10:02:06	0.478015188996705
08/06/2016	10:17:06	0.477672912718788
08/06/2016	10:32:06	0.478280924419014
08/06/2016	10:47:06	0.478838731435009
08/06/2016	11:02:06	0.478841396084946
08/06/2016	11:17:06	0.480673545540512
08/06/2016	11:32:06	0.492107743783862
08/06/2016	11:47:06	0.494288232732369
08/06/2016	12:02:06	0.509981676794579
08/06/2016	12:17:06	0.53617560598554
08/06/2016	12:32:06	0.550768574188074
08/06/2016	12:47:06	0.567560274061283
08/06/2016	13:02:06	0.595985102279345
08/06/2016	13:17:06	0.611039655253905
08/06/2016	13:32:06	0.626059988801219
08/06/2016	13:47:06	0.64194031093926
08/06/2016	14:02:06	0.655625927880239
08/06/2016	14:17:06	0.655522964347518
08/06/2016	14:32:06	0.658070779767068
08/06/2016	14:47:06	0.671694592184956
08/06/2016	15:02:06	0.671521434705145
08/06/2016	15:17:06	0.67218595082675
08/06/2016	15:32:06	0.6724091685961
08/06/2016	15:47:06	0.669950022932513
08/06/2016	16:02:06	0.656361507896211
08/06/2016	16:17:06	0.654439332361044
08/06/2016	16:32:06	0.641335538977741
08/06/2016	16:47:06	0.64153719525493
08/06/2016	17:02:06	0.639548352093659
08/06/2016	17:17:06	0.626381408681871
08/06/2016	17:32:06	0.624094072275325
08/06/2016	17:47:06	0.61131833443345
08/06/2016	18:02:06	0.609475038196154
08/06/2016	18:17:06	0.595739437764018
08/06/2016	18:32:06	0.593609746682964
08/06/2016	18:47:06	0.580916015688209
08/06/2016	19:02:06	0.581610641474522
08/06/2016	19:17:06	0.581016208123967
08/06/2016	19:32:06	0.569281517306527
08/06/2016	19:47:06	0.561213589657445
08/06/2016	20:02:06	0.565643332012769
08/06/2016	20:17:06	0.563329781899781
08/06/2016	20:32:06	0.580922071773033
08/06/2016	20:47:06	0.568698619089603
08/06/2016	21:02:06	0.549760459911397
08/06/2016	21:17:06	0.534570272256557
08/06/2016	21:32:06	0.515123913720372
08/06/2016	21:47:06	0.48536198241778
08/06/2016	22:02:06	0.462920400327179
08/06/2016	22:17:06	0.462882982790051
08/06/2016	22:32:06	0.444080167719293
08/06/2016	22:47:06	0.442545502018875
08/06/2016	23:02:06	0.453098268192496
08/06/2016	23:17:06	0.450594884044455
08/06/2016	23:32:06	0.439814319165618
08/06/2016	23:47:06	0.441672589661184
08/07/2016	00:02:06	0.444360916993399
08/07/2016	00:17:06	0.44766551943069
08/07/2016	00:32:06	0.448820282546921
08/07/2016	00:47:06	0.439911008778594
08/07/2016	01:02:06	0.443960820299166
08/07/2016	01:17:06	0.460487940827178
08/07/2016	01:32:06	0.476476309225857
08/07/2016	01:47:06	0.490307298601967
08/07/2016	02:02:06	0.496899516181935
08/07/2016	02:17:06	0.527434622376738
08/07/2016	02:32:06	0.554386708028245
08/07/2016	02:47:06	0.560582953426775
08/07/2016	03:02:06	0.591837382108594
08/07/2016	03:17:06	0.608661042751269
08/07/2016	03:32:06	0.628192228968531
08/07/2016	03:47:06	0.659646485912916
08/07/2016	04:02:06	0.675015145380085
08/07/2016	04:17:06	0.676551628325744
08/07/2016	04:32:06	0.679675020515014
08/07/2016	04:47:06	0.694627806105468
08/07/2016	05:02:06	0.693601265531516
08/07/2016	05:17:06	0.680583466415537
08/07/2016	05:32:06	0.681063204337683
08/07/2016	05:47:06	0.682065884688589
08/07/2016	06:02:06	0.682985900584583
08/07/2016	06:17:06	0.683817932646633
08/07/2016	06:32:06	0.684578150591756
08/07/2016	06:47:06	0.683010396999189
08/07/2016	07:02:06	0.668167466202871
08/07/2016	07:17:06	0.654899501559301
08/07/2016	07:32:06	0.655317649049662
08/07/2016	07:47:06	0.658476716665987
08/07/2016	08:02:06	0.6725448421083
08/07/2016	08:17:06	0.670532503588668
08/07/2016	08:32:06	0.655228683196533
08/07/2016	08:47:06	0.642093339934965
08/07/2016	09:02:06	0.644378444535746
08/07/2016	09:17:06	0.658666259014614
08/07/2016	09:32:06	0.656883236257796
08/07/2016	09:47:06	0.642978234380849
08/07/2016	10:02:06	0.647795711189245
08/07/2016	10:17:06	0.675111411969355
08/07/2016	10:32:06	0.674843185721947
08/07/2016	10:47:06	0.673300118485626
08/07/2016	11:02:06	0.66017983174543
08/07/2016	11:17:06	0.662024934650966
08/07/2016	11:32:06	0.675344803739391
08/07/2016	11:47:06	0.677100247663177
08/07/2016	12:02:06	0.691295836567342
08/07/2016	12:17:06	0.689428119949049
08/07/2016	12:32:06	0.677736160220537
08/07/2016	12:47:06	0.694087297613768
08/07/2016	13:02:06	0.708052823270535
08/07/2016	13:17:06	0.708231736294421
08/07/2016	13:32:06	0.708373501605954
08/07/2016	13:47:06	0.708012260147704
08/07/2016	14:02:06	0.705750081293569
08/07/2016	14:17:06	0.691535415715867
08/07/2016	14:32:06	0.69379866553456
08/07/2016	14:47:06	0.708369901522163
08/07/2016	15:02:06	0.705903123376702
08/07/2016	15:17:06	0.691473401683159
08/07/2016	15:32:06	0.691649648079322
08/07/2016	15:47:06	0.689526865021288
08/07/2016	16:02:06	0.674023369207103
08/07/2016	16:17:06	0.658061853028846
08/07/2016	16:32:06	0.644173332047666
08/07/2016	16:47:06	0.646144476692506
08/07/2016	17:02:06	0.657009232361162
08/07/2016	17:17:06	0.641101014394604
08/07/2016	17:32:06	0.624591444664269
08/07/2016	17:47:06	0.610991889465826
08/07/2016	18:02:06	0.612416955246285
08/07/2016	18:17:06	0.614286786299112
08/07/2016	18:32:06	0.612879013266763
08/07/2016	18:47:06	0.590772154163805
08/07/2016	19:02:06	0.596613871435
08/07/2016	19:17:06	0.601069468305044
08/07/2016	19:32:06	0.599423962924477
08/07/2016	19:47:06	0.578867296570874
08/07/2016	20:02:06	0.552513579520747
08/07/2016	20:17:06	0.525014400767822
08/07/2016	20:32:06	0.510885888915339
08/07/2016	20:47:06	0.497341527124119
08/07/2016	21:02:06	0.476181758316075
