;Date	Time	Flow(CMS)
08/04/2016	17:42:05	-0.361580091253314
08/04/2016	17:57:05	-0.36024093083432
08/04/2016	18:12:05	-0.357992655057746
08/04/2016	18:27:05	-0.355303612237302
08/04/2016	18:42:05	-0.353424408154812
08/04/2016	18:57:05	-0.351786492481005
08/04/2016	19:12:05	-0.351403610237742
08/04/2016	19:27:05	-0.353761512897349
08/04/2016	19:42:05	-0.358110976965426
08/04/2016	19:57:05	-0.36394406074478
08/04/2016	20:12:05	-0.370210960374011
08/04/2016	20:27:05	-0.376416927025445
08/04/2016	20:42:05	-0.382469886365337
08/04/2016	20:57:05	-0.387031950814321
08/04/2016	21:12:05	-0.390692032630483
08/04/2016	21:27:05	-0.393024558910293
08/04/2016	21:42:05	-0.394229225408489
08/04/2016	21:57:05	-0.395049304355834
08/04/2016	22:12:05	-0.394523287079062
08/04/2016	22:27:05	-0.394524313176921
08/04/2016	22:42:05	-0.39401184983954
08/04/2016	22:57:05	-0.391922249898094
08/04/2016	23:12:05	-0.390084317803551
08/04/2016	23:27:05	-0.389162132360866
08/04/2016	23:42:05	-0.388046398755953
08/04/2016	23:57:05	-0.386197424946873
08/05/2016	00:12:05	-0.384813902728259
08/05/2016	00:27:05	-0.383353401208622
08/05/2016	00:42:05	-0.381835521512307
08/05/2016	00:57:05	-0.380286117059916
08/05/2016	01:12:05	-0.379284236329648
08/05/2016	01:27:05	-0.378280595819045
08/05/2016	01:42:05	-0.37671169715265
08/05/2016	01:57:05	-0.375714811872551
08/05/2016	02:12:05	-0.374735428813387
08/05/2016	02:27:05	-0.373782443151926
08/05/2016	02:42:05	-0.372865777621789
08/05/2016	02:57:05	-0.372533116792839
08/05/2016	03:12:05	-0.3722529065777
08/05/2016	03:27:05	-0.371488605926862
08/05/2016	03:42:05	-0.370251007105323
08/05/2016	03:57:05	-0.369061455704042
08/05/2016	04:12:05	-0.368443450121935
08/05/2016	04:27:05	-0.368388983893874
08/05/2016	04:42:05	-0.36838408503824
08/05/2016	04:57:05	-0.367914925283372
08/05/2016	05:12:05	-0.367494596863225
08/05/2016	05:27:05	-0.367609813540588
08/05/2016	05:42:05	-0.367279279239941
08/05/2016	05:57:05	-0.366990054724758
08/05/2016	06:12:05	-0.367243904115499
08/05/2016	06:27:05	-0.367541901450352
08/05/2016	06:42:05	-0.36742321784326
08/05/2016	06:57:05	-0.36687524330434
08/05/2016	07:12:05	-0.366362752616364
08/05/2016	07:27:05	-0.365879931545376
08/05/2016	07:42:05	-0.366353957430606
08/05/2016	07:57:05	-0.366858732982991
08/05/2016	08:12:05	-0.366484227569238
08/05/2016	08:27:05	-0.366137045678103
08/05/2016	08:42:05	-0.365819922411965
08/05/2016	08:57:05	-0.365974636773232
08/05/2016	09:12:05	-0.366166154627455
08/05/2016	09:27:05	-0.365945176937654
08/05/2016	09:42:05	-0.365328461426319
08/05/2016	09:57:05	-0.365193165068124
08/05/2016	10:12:05	-0.365531172532669
08/05/2016	10:27:05	-0.365009471687655
08/05/2016	10:42:05	-0.364911616168103
08/05/2016	10:57:05	-0.365233747195513
08/05/2016	11:12:05	-0.365547671495042
08/05/2016	11:27:05	-0.365439703024782
08/05/2016	11:42:05	-0.364925480120938
