;Date	Time 	Flow (CMS)
8/1/2016	0:00	0.076455487
8/1/2016	0:05	0.076455487
8/1/2016	0:10	0.076455487
8/1/2016	0:15	0.076455487
8/1/2016	0:20	0.076455487
8/1/2016	0:25	0.076455487
8/1/2016	0:30	0.076455487
8/1/2016	0:35	0.076455487
8/1/2016	0:40	0.076455487
8/1/2016	0:45	0.076455487
8/1/2016	0:50	0.076455487
8/1/2016	0:55	0.076455487
8/1/2016	1:00	0.076455487
8/1/2016	1:05	0.076455487
8/1/2016	1:10	0.076455487
8/1/2016	1:15	0.076455487
8/1/2016	1:20	0.076455487
8/1/2016	1:25	0.076455487
8/1/2016	1:30	0.076455487
8/1/2016	1:35	0.076455487
8/1/2016	1:40	0.076455487
8/1/2016	1:45	0.076455487
8/1/2016	1:50	0.076455487
8/1/2016	1:55	0.076455487
8/1/2016	2:00	0.076455487
8/1/2016	2:05	0.076455487
8/1/2016	2:10	0.076455487
8/1/2016	2:15	0.076455487
8/1/2016	2:20	0.076455487
8/1/2016	2:25	0.076455487
8/1/2016	2:30	0.076455487
8/1/2016	2:35	0.076455487
8/1/2016	2:40	0.076455487
8/1/2016	2:45	0.076455487
8/1/2016	2:50	0.076455487
8/1/2016	2:55	0.076455487
8/1/2016	3:00	0.076455487
8/1/2016	3:05	0.076455487
8/1/2016	3:10	0.076455487
8/1/2016	3:15	0.076455487
8/1/2016	3:20	0.076455487
8/1/2016	3:25	0.076455487
8/1/2016	3:30	0.076455487
8/1/2016	3:35	0.076455487
8/1/2016	3:40	0.076455487
8/1/2016	3:45	0.076455487
8/1/2016	3:50	0.076455487
8/1/2016	3:55	0.076455487
8/1/2016	4:00	0.076455487
8/1/2016	4:05	0.076455487
8/1/2016	4:10	0.076455487
8/1/2016	4:15	0.076455487
8/1/2016	4:20	0.076455487
8/1/2016	4:25	0.076455487
8/1/2016	4:30	0.076455487
8/1/2016	4:35	0.076455487
8/1/2016	4:40	0.076455487
8/1/2016	4:45	0.076455487
8/1/2016	4:50	0.076455487
8/1/2016	4:55	0.076455487
8/1/2016	5:00	0.076455487
8/1/2016	5:05	0.076455487
8/1/2016	5:10	0.076455487
8/1/2016	5:15	0.076455487
8/1/2016	5:20	0.076455487
8/1/2016	5:25	0.076455487
8/1/2016	5:30	0.076455487
8/1/2016	5:35	0.076455487
8/1/2016	5:40	0.068809938
8/1/2016	5:45	0.076455487
8/1/2016	5:50	0.068809938
8/1/2016	5:55	0.068809938
8/1/2016	6:00	0.076455487
8/1/2016	6:05	0.076455487
8/1/2016	6:10	0.076455487
8/1/2016	6:15	0.076455487
8/1/2016	6:20	0.076455487
8/1/2016	6:25	0.076455487
8/1/2016	6:30	0.076455487
8/1/2016	6:35	0.076455487
8/1/2016	6:40	0.068809938
8/1/2016	6:45	0.068809938
8/1/2016	6:50	0.076455487
8/1/2016	6:55	0.076455487
8/1/2016	7:00	0.068809938
8/1/2016	7:05	0.068809938
8/1/2016	7:10	0.076455487
8/1/2016	7:15	0.076455487
8/1/2016	7:20	0.076455487
8/1/2016	7:25	0.076455487
8/1/2016	7:30	0.068809938
8/1/2016	7:35	0.076455487
8/1/2016	7:40	0.076455487
8/1/2016	7:45	0.076455487
8/1/2016	7:50	0.068809938
