;Date	Time	CMS
8/1/2016	13:45	2.183269338
8/1/2016	13:50	2.174438983
8/1/2016	13:55	2.165608627
8/1/2016	14:00	2.156778272
8/1/2016	14:05	2.147947916
8/1/2016	14:10	2.139117561
8/1/2016	14:15	2.130287205
8/1/2016	14:20	2.12145685
8/1/2016	14:25	2.112626495
8/1/2016	14:30	2.103796139
8/1/2016	14:35	2.094965784
8/1/2016	14:40	2.086135428
8/1/2016	14:45	2.077305073
8/1/2016	14:50	2.068474717
8/1/2016	14:55	2.059644362
8/1/2016	15:00	2.050814006
8/1/2016	15:05	2.041983651
8/1/2016	15:10	2.033153295
8/1/2016	15:15	2.02432294
8/1/2016	15:20	2.015492584
8/1/2016	15:25	2.006662229
8/1/2016	15:30	1.997831873
8/1/2016	15:35	1.989001518
8/1/2016	15:40	1.980171163
8/1/2016	15:45	1.971340807
8/1/2016	15:50	1.962510452
8/1/2016	15:55	1.953680096
8/1/2016	16:00	1.944849741
8/1/2016	16:05	1.936019385
8/1/2016	16:10	1.92718903
8/1/2016	16:15	1.918358674
8/1/2016	16:20	1.909528319
8/1/2016	16:25	1.900697963
8/1/2016	16:30	1.891867608
8/1/2016	16:35	1.883037252
8/1/2016	16:40	1.874206897
8/1/2016	16:45	1.865376541
8/1/2016	16:50	1.856546186
8/1/2016	16:55	1.84771583
8/1/2016	17:00	1.838885475
8/1/2016	17:05	1.83005512
8/1/2016	17:10	1.821224764
8/1/2016	17:15	1.812394409
8/1/2016	17:20	1.803564053
8/1/2016	17:25	1.794733698
8/1/2016	17:30	1.785903342
8/1/2016	17:35	1.777072987
8/1/2016	17:40	1.768242631
8/1/2016	17:45	1.759412276
8/1/2016	17:50	1.75058192
8/1/2016	17:55	1.741751565
8/1/2016	18:00	1.732921209
8/1/2016	18:05	1.724090854
8/1/2016	18:10	1.715260498
8/1/2016	18:15	1.706430143
8/1/2016	18:20	1.697599787
8/1/2016	18:25	1.688769432
8/1/2016	18:30	1.679939077
8/1/2016	18:35	1.671108721
8/1/2016	18:40	1.662278366
8/1/2016	18:45	1.65344801
8/1/2016	18:50	1.644617655
8/1/2016	18:55	1.635787299
8/1/2016	19:00	1.626956944
8/1/2016	19:05	1.618126588
8/1/2016	19:10	1.609296233
8/1/2016	19:15	1.600465877
8/1/2016	19:20	1.591635522
8/1/2016	19:25	1.582805166
8/1/2016	19:30	1.573974811
8/1/2016	19:35	1.565144455
8/1/2016	19:40	1.5563141
8/1/2016	19:45	1.547483744
8/1/2016	19:50	1.538653389
8/1/2016	19:55	1.529823034
8/1/2016	20:00	1.520992678
8/1/2016	20:05	1.512162323
8/1/2016	20:10	1.503331967
8/1/2016	20:15	1.494501612
8/1/2016	20:20	1.485671256
8/1/2016	20:25	1.476840901
8/1/2016	20:30	1.468010545
8/1/2016	20:35	1.45918019
8/1/2016	20:40	1.450349834
8/1/2016	20:45	1.441519479
8/1/2016	20:50	1.432689123
8/1/2016	20:55	1.423858768
8/1/2016	21:00	1.415028412
8/1/2016	21:05	1.406198057
8/1/2016	21:10	1.397367702
8/1/2016	21:15	1.388537346
8/1/2016	21:20	1.379706991
8/1/2016	21:25	1.370876635
8/1/2016	21:30	1.36204628
8/1/2016	21:35	1.353215924
8/1/2016	21:40	1.344385569
8/1/2016	21:45	1.335555213
8/1/2016	21:50	1.326724858
8/1/2016	21:55	1.317894502
8/1/2016	22:00	1.309064147
8/1/2016	22:05	1.300233791
8/1/2016	22:10	1.291403436
8/1/2016	22:15	1.28257308
8/1/2016	22:20	1.273742725
8/1/2016	22:25	1.264912369
8/1/2016	22:30	1.256082014
8/1/2016	22:35	1.247251659
8/1/2016	22:40	1.238421303
8/1/2016	22:45	1.229590948
8/1/2016	22:50	1.220760592
8/1/2016	22:55	1.211930237
8/1/2016	23:00	1.203099881
8/1/2016	23:05	1.194269526
8/1/2016	23:10	1.18543917
8/1/2016	23:15	1.176608815
8/1/2016	23:20	1.167778459
8/1/2016	23:25	1.158948104
8/1/2016	23:30	1.150117748
8/1/2016	23:35	1.141287393
8/1/2016	23:40	1.132457037
8/1/2016	23:45	1.123626682
8/1/2016	23:50	1.114796326
8/1/2016	23:55	1.105965971
8/2/2016	0:00	1.322699327
8/2/2016	0:05	1.328918953
8/2/2016	0:10	1.335138579
8/2/2016	0:15	1.341358206
8/2/2016	0:20	1.347577832
8/2/2016	0:25	1.353797459
8/2/2016	0:30	1.360017085
8/2/2016	0:35	1.366236712
8/2/2016	0:40	1.372456338
8/2/2016	0:45	1.378675965
8/2/2016	0:50	1.384895591
8/2/2016	0:55	1.391115218
8/2/2016	1:00	1.397334844
8/2/2016	1:05	1.403554471
8/2/2016	1:10	1.409774097
8/2/2016	1:15	1.415993724
8/2/2016	1:20	1.42221335
8/2/2016	1:25	1.428432976
8/2/2016	1:30	1.434652603
8/2/2016	1:35	1.440872229
8/2/2016	1:40	1.447091856
8/2/2016	1:45	1.453311482
8/2/2016	1:50	1.459531109
8/2/2016	1:55	1.465750735
8/2/2016	2:00	1.471970362
8/2/2016	2:05	1.478189988
8/2/2016	2:10	1.484409615
8/2/2016	2:15	1.490629241
8/2/2016	2:20	1.496848868
8/2/2016	2:25	1.503068494
8/2/2016	2:30	1.509288121
8/2/2016	2:35	1.515507747
8/2/2016	2:40	1.521727373
8/2/2016	2:45	1.527947
8/2/2016	2:50	1.534166626
8/2/2016	2:55	1.540386253
8/2/2016	3:00	1.546605879
8/2/2016	3:05	1.552825506
8/2/2016	3:10	1.559045132
8/2/2016	3:15	1.565264759
8/2/2016	3:20	1.571484385
8/2/2016	3:25	1.577704012
8/2/2016	3:30	1.583923638
8/2/2016	3:35	1.590143265
8/2/2016	3:40	1.596362891
8/2/2016	3:45	1.602582517
8/2/2016	3:50	1.608802144
8/2/2016	3:55	1.61502177
8/2/2016	4:00	1.621241397
8/2/2016	4:05	1.627461023
8/2/2016	4:10	1.63368065
8/2/2016	4:15	1.639900276
8/2/2016	4:20	1.646119903
8/2/2016	4:25	1.652339529
8/2/2016	4:30	1.658559156
8/2/2016	4:35	1.664778782
8/2/2016	4:40	1.670998409
8/2/2016	4:45	1.677218035
8/2/2016	4:50	1.683437662
8/2/2016	4:55	1.689657288
8/2/2016	5:00	1.695876914
8/2/2016	5:05	1.702096541
8/2/2016	5:10	1.708316167
8/2/2016	5:15	1.714535794
8/2/2016	5:20	1.72075542
8/2/2016	5:25	1.726975047
8/2/2016	5:30	1.733194673
8/2/2016	5:35	1.7394143
8/2/2016	5:40	1.745633926
8/2/2016	5:45	1.751853553
8/2/2016	5:50	1.758073179
8/2/2016	5:55	1.764292806
8/2/2016	6:00	1.770512432
8/2/2016	6:05	1.776732059
8/2/2016	6:10	1.782951685
8/2/2016	6:15	1.789171311
8/2/2016	6:20	1.795390938
8/2/2016	6:25	1.801610564
8/2/2016	6:30	1.807830191
8/2/2016	6:35	1.814049817
8/2/2016	6:40	1.820269444
8/2/2016	6:45	1.82648907
8/2/2016	6:50	1.832708697
8/2/2016	6:55	1.838928323
8/2/2016	7:00	1.84514795
8/2/2016	7:05	1.851367576
8/2/2016	7:10	1.857587203
8/2/2016	7:15	1.863806829
8/2/2016	7:20	1.870026455
8/2/2016	7:25	1.876246082
8/2/2016	7:30	1.882465708
8/2/2016	7:35	1.888685335
8/2/2016	7:40	1.894904961
8/2/2016	7:45	1.901124588
8/2/2016	7:50	1.907344214
8/2/2016	7:55	1.913563841
8/2/2016	8:00	1.919783467
8/2/2016	8:05	1.926003094
8/2/2016	8:10	1.93222272
8/2/2016	8:15	1.938442347
8/2/2016	8:20	1.944661973
8/2/2016	8:25	1.9508816
8/2/2016	8:30	1.957101226
8/2/2016	8:35	1.963320852
8/2/2016	8:40	1.969540479
8/2/2016	8:45	1.975760105
8/2/2016	8:50	1.981979732
8/2/2016	8:55	1.988199358
8/2/2016	9:00	1.994418985
8/2/2016	9:05	2.000638611
8/2/2016	9:10	2.006858238
8/2/2016	9:15	2.013077864
8/2/2016	9:20	2.019297491
8/2/2016	9:25	2.025517117
8/2/2016	9:30	2.031736744
8/2/2016	9:35	2.03795637
8/2/2016	9:40	2.044175997
8/2/2016	9:45	2.050395623
8/2/2016	9:50	2.056615249
8/2/2016	9:55	2.062834876
8/2/2016	10:00	2.069054502
8/2/2016	10:05	2.075274129
8/2/2016	10:10	2.081493755
8/2/2016	10:15	2.087713382
8/2/2016	10:20	2.093933008
8/2/2016	10:25	2.100152635
8/2/2016	10:30	2.106372261
8/2/2016	10:35	2.112591888
8/2/2016	10:40	2.118811514
8/2/2016	10:45	2.125031141
8/2/2016	10:50	2.131250767
8/2/2016	10:55	2.137470393
8/2/2016	11:00	2.14369002
8/2/2016	11:05	2.149909646
8/2/2016	11:10	2.156129273
8/2/2016	11:15	2.162348899
8/2/2016	11:20	2.168568526
8/2/2016	11:25	2.174788152
8/2/2016	11:30	2.181007779
8/2/2016	11:35	2.187227405
8/2/2016	11:40	2.193447032
8/2/2016	11:45	2.199666658
8/2/2016	11:50	2.205886285
8/2/2016	11:55	2.212105911
8/2/2016	12:00	2.218325538
8/2/2016	12:05	2.212105911
8/2/2016	12:10	2.205886285
8/2/2016	12:15	2.199666658
8/2/2016	12:20	2.193447032
8/2/2016	12:25	2.187227405
8/2/2016	12:30	2.181007779
8/2/2016	12:35	2.174788152
8/2/2016	12:40	2.168568526
8/2/2016	12:45	2.162348899
8/2/2016	12:50	2.156129273
8/2/2016	12:55	2.149909646
8/2/2016	13:00	2.14369002
8/2/2016	13:05	2.137470393
8/2/2016	13:10	2.131250767
8/2/2016	13:15	2.125031141
8/2/2016	13:20	2.118811514
8/2/2016	13:25	2.112591888
8/2/2016	13:30	2.106372261
8/2/2016	13:35	2.100152635
8/2/2016	13:40	2.093933008
8/2/2016	13:45	2.087713382
8/2/2016	13:50	2.081493755
8/2/2016	13:55	2.075274129
8/2/2016	14:00	2.069054502
8/2/2016	14:05	2.062834876
8/2/2016	14:10	2.056615249
8/2/2016	14:15	2.050395623
8/2/2016	14:20	2.044175997
8/2/2016	14:25	2.03795637
8/2/2016	14:30	2.031736744
8/2/2016	14:35	2.025517117
8/2/2016	14:40	2.019297491
8/2/2016	14:45	2.013077864
8/2/2016	14:50	2.006858238
8/2/2016	14:55	2.000638611
8/2/2016	15:00	1.994418985
8/2/2016	15:05	1.988199358
8/2/2016	15:10	1.981979732
8/2/2016	15:15	1.975760105
8/2/2016	15:20	1.969540479
8/2/2016	15:25	1.963320852
8/2/2016	15:30	1.957101226
8/2/2016	15:35	1.9508816
8/2/2016	15:40	1.944661973
8/2/2016	15:45	1.938442347
8/2/2016	15:50	1.93222272
8/2/2016	15:55	1.926003094
8/2/2016	16:00	1.919783467
8/2/2016	16:05	1.913563841
8/2/2016	16:10	1.907344214
8/2/2016	16:15	1.901124588
8/2/2016	16:20	1.894904961
8/2/2016	16:25	1.888685335
8/2/2016	16:30	1.882465708
8/2/2016	16:35	1.876246082
8/2/2016	16:40	1.870026455
8/2/2016	16:45	1.863806829
8/2/2016	16:50	1.857587203
8/2/2016	16:55	1.851367576
8/2/2016	17:00	1.84514795
8/2/2016	17:05	1.838928323
8/2/2016	17:10	1.832708697
8/2/2016	17:15	1.82648907
8/2/2016	17:20	1.820269444
8/2/2016	17:25	1.814049817
8/2/2016	17:30	1.807830191
8/2/2016	17:35	1.801610564
8/2/2016	17:40	1.795390938
8/2/2016	17:45	1.789171311
8/2/2016	17:50	1.782951685
8/2/2016	17:55	1.776732059
8/2/2016	18:00	1.770512432
8/2/2016	18:05	1.764292806
8/2/2016	18:10	1.758073179
8/2/2016	18:15	1.751853553
8/2/2016	18:20	1.745633926
8/2/2016	18:25	1.7394143
8/2/2016	18:30	1.733194673
8/2/2016	18:35	1.726975047
8/2/2016	18:40	1.72075542
8/2/2016	18:45	1.714535794
8/2/2016	18:50	1.708316167
8/2/2016	18:55	1.702096541
8/2/2016	19:00	1.695876914
8/2/2016	19:05	1.689657288
8/2/2016	19:10	1.683437662
8/2/2016	19:15	1.677218035
8/2/2016	19:20	1.670998409
8/2/2016	19:25	1.664778782
8/2/2016	19:30	1.658559156
8/2/2016	19:35	1.652339529
8/2/2016	19:40	1.646119903
8/2/2016	19:45	1.639900276
8/2/2016	19:50	1.63368065
8/2/2016	19:55	1.627461023
8/2/2016	20:00	1.621241397
8/2/2016	20:05	1.61502177
8/2/2016	20:10	1.608802144
8/2/2016	20:15	1.602582517
8/2/2016	20:20	1.596362891
8/2/2016	20:25	1.590143265
8/2/2016	20:30	1.583923638
8/2/2016	20:35	1.577704012
8/2/2016	20:40	1.571484385
8/2/2016	20:45	1.565264759
8/2/2016	20:50	1.559045132
8/2/2016	20:55	1.552825506
8/2/2016	21:00	1.546605879
8/2/2016	21:05	1.540386253
8/2/2016	21:10	1.534166626
8/2/2016	21:15	1.527947
8/2/2016	21:20	1.521727373
8/2/2016	21:25	1.515507747
8/2/2016	21:30	1.509288121
8/2/2016	21:35	1.503068494
8/2/2016	21:40	1.496848868
8/2/2016	21:45	1.490629241
8/2/2016	21:50	1.484409615
8/2/2016	21:55	1.478189988
8/2/2016	22:00	1.471970362
8/2/2016	22:05	1.465750735
8/2/2016	22:10	1.459531109
8/2/2016	22:15	1.453311482
8/2/2016	22:20	1.447091856
8/2/2016	22:25	1.440872229
8/2/2016	22:30	1.434652603
8/2/2016	22:35	1.428432976
8/2/2016	22:40	1.42221335
8/2/2016	22:45	1.415993724
8/2/2016	22:50	1.409774097
8/2/2016	22:55	1.403554471
8/2/2016	23:00	1.397334844
8/2/2016	23:05	1.391115218
8/2/2016	23:10	1.384895591
8/2/2016	23:15	1.378675965
8/2/2016	23:20	1.372456338
8/2/2016	23:25	1.366236712
8/2/2016	23:30	1.360017085
8/2/2016	23:35	1.353797459
8/2/2016	23:40	1.347577832
8/2/2016	23:45	1.341358206
8/2/2016	23:50	1.335138579
8/2/2016	23:55	1.328918953
8/3/2016	0:00	1.056605388
8/3/2016	0:05	1.06587696
8/3/2016	0:10	1.075148532
8/3/2016	0:15	1.084420105
8/3/2016	0:20	1.093691677
8/3/2016	0:25	1.102963249
8/3/2016	0:30	1.112234822
8/3/2016	0:35	1.121506394
8/3/2016	0:40	1.130777966
8/3/2016	0:45	1.140049539
8/3/2016	0:50	1.149321111
8/3/2016	0:55	1.158592684
8/3/2016	1:00	1.167864256
8/3/2016	1:05	1.177135828
8/3/2016	1:10	1.186407401
8/3/2016	1:15	1.195678973
8/3/2016	1:20	1.204950545
8/3/2016	1:25	1.214222118
8/3/2016	1:30	1.22349369
8/3/2016	1:35	1.232765262
8/3/2016	1:40	1.242036835
8/3/2016	1:45	1.251308407
8/3/2016	1:50	1.260579979
8/3/2016	1:55	1.269851552
8/3/2016	2:00	1.279123124
8/3/2016	2:05	1.288394696
8/3/2016	2:10	1.297666269
8/3/2016	2:15	1.306937841
8/3/2016	2:20	1.316209413
8/3/2016	2:25	1.325480986
8/3/2016	2:30	1.334752558
8/3/2016	2:35	1.34402413
8/3/2016	2:40	1.353295703
8/3/2016	2:45	1.362567275
8/3/2016	2:50	1.371838847
8/3/2016	2:55	1.38111042
8/3/2016	3:00	1.390381992
8/3/2016	3:05	1.399653565
8/3/2016	3:10	1.408925137
8/3/2016	3:15	1.418196709
8/3/2016	3:20	1.427468282
8/3/2016	3:25	1.436739854
8/3/2016	3:30	1.446011426
8/3/2016	3:35	1.455282999
8/3/2016	3:40	1.464554571
8/3/2016	3:45	1.473826143
8/3/2016	3:50	1.483097716
8/3/2016	3:55	1.492369288
8/3/2016	4:00	1.50164086
8/3/2016	4:05	1.510912433
8/3/2016	4:10	1.520184005
8/3/2016	4:15	1.529455577
8/3/2016	4:20	1.53872715
8/3/2016	4:25	1.547998722
8/3/2016	4:30	1.557270294
8/3/2016	4:35	1.566541867
8/3/2016	4:40	1.575813439
8/3/2016	4:45	1.585085011
8/3/2016	4:50	1.594356584
8/3/2016	4:55	1.603628156
8/3/2016	5:00	1.612899728
8/3/2016	5:05	1.622171301
8/3/2016	5:10	1.631442873
8/3/2016	5:15	1.640714446
8/3/2016	5:20	1.649986018
8/3/2016	5:25	1.65925759
8/3/2016	5:30	1.668529163
8/3/2016	5:35	1.677800735
8/3/2016	5:40	1.687072307
8/3/2016	5:45	1.69634388
8/3/2016	5:50	1.705615452
8/3/2016	5:55	1.714887024
8/3/2016	6:00	1.724158597
8/3/2016	6:05	1.733430169
8/3/2016	6:10	1.742701741
8/3/2016	6:15	1.751973314
8/3/2016	6:20	1.761244886
8/3/2016	6:25	1.770516458
8/3/2016	6:30	1.779788031
8/3/2016	6:35	1.789059603
8/3/2016	6:40	1.798331175
8/3/2016	6:45	1.807602748
8/3/2016	6:50	1.81687432
8/3/2016	6:55	1.826145892
8/3/2016	7:00	1.835417465
8/3/2016	7:05	1.844689037
8/3/2016	7:10	1.853960609
8/3/2016	7:15	1.863232182
8/3/2016	7:20	1.872503754
8/3/2016	7:25	1.881775327
8/3/2016	7:30	1.891046899
8/3/2016	7:35	1.900318471
8/3/2016	7:40	1.909590044
8/3/2016	7:45	1.918861616
8/3/2016	7:50	1.928133188
8/3/2016	7:55	1.937404761
8/3/2016	8:00	1.946676333
8/3/2016	8:05	1.955947905
8/3/2016	8:10	1.965219478
8/3/2016	8:15	1.97449105
8/3/2016	8:20	1.983762622
8/3/2016	8:25	1.993034195
8/3/2016	8:30	2.002305767
8/3/2016	8:35	2.011577339
8/3/2016	8:40	2.020848912
8/3/2016	8:45	2.030120484
8/3/2016	8:50	2.039392056
8/3/2016	8:55	2.048663629
8/3/2016	9:00	2.057935201
8/3/2016	9:05	2.067206773
8/3/2016	9:10	2.076478346
8/3/2016	9:15	2.085749918
8/3/2016	9:20	2.09502149
8/3/2016	9:25	2.104293063
8/3/2016	9:30	2.113564635
8/3/2016	9:35	2.122836208
8/3/2016	9:40	2.13210778
8/3/2016	9:45	2.141379352
8/3/2016	9:50	2.150650925
8/3/2016	9:55	2.159922497
8/3/2016	10:00	2.169194069
8/3/2016	10:05	2.178465642
8/3/2016	10:10	2.187737214
8/3/2016	10:15	2.197008786
8/3/2016	10:20	2.206280359
8/3/2016	10:25	2.215551931
8/3/2016	10:30	2.224823503
8/3/2016	10:35	2.234095076
8/3/2016	10:40	2.243366648
8/3/2016	10:45	2.25263822
8/3/2016	10:50	2.261909793
8/3/2016	10:55	2.271181365
8/3/2016	11:00	2.280452937
8/3/2016	11:05	2.28972451
8/3/2016	11:10	2.298996082
8/3/2016	11:15	2.308267654
8/3/2016	11:20	2.317539227
8/3/2016	11:25	2.326810799
8/3/2016	11:30	2.336082371
8/3/2016	11:35	2.345353944
8/3/2016	11:40	2.354625516
8/3/2016	11:45	2.363897089
8/3/2016	11:50	2.373168661
8/3/2016	11:55	2.382440233
8/3/2016	12:00	2.391711806
8/3/2016	12:05	2.382440233
8/3/2016	12:10	2.373168661
8/3/2016	12:15	2.363897089
8/3/2016	12:20	2.354625516
8/3/2016	12:25	2.345353944
8/3/2016	12:30	2.336082371
8/3/2016	12:35	2.326810799
8/3/2016	12:40	2.317539227
8/3/2016	12:45	2.308267654
8/3/2016	12:50	2.298996082
8/3/2016	12:55	2.28972451
8/3/2016	13:00	2.280452937
8/3/2016	13:05	2.271181365
8/3/2016	13:10	2.261909793
8/3/2016	13:15	2.25263822
8/3/2016	13:20	2.243366648
8/3/2016	13:25	2.234095076
8/3/2016	13:30	2.224823503
8/3/2016	13:35	2.215551931
8/3/2016	13:40	2.206280359
8/3/2016	13:45	2.197008786
8/3/2016	13:50	2.187737214
8/3/2016	13:55	2.178465642
8/3/2016	14:00	2.169194069
8/3/2016	14:05	2.159922497
8/3/2016	14:10	2.150650925
8/3/2016	14:15	2.141379352
8/3/2016	14:20	2.13210778
8/3/2016	14:25	2.122836208
8/3/2016	14:30	2.113564635
8/3/2016	14:35	2.104293063
8/3/2016	14:40	2.09502149
8/3/2016	14:45	2.085749918
8/3/2016	14:50	2.076478346
8/3/2016	14:55	2.067206773
8/3/2016	15:00	2.057935201
8/3/2016	15:05	2.048663629
8/3/2016	15:10	2.039392056
8/3/2016	15:15	2.030120484
8/3/2016	15:20	2.020848912
8/3/2016	15:25	2.011577339
8/3/2016	15:30	2.002305767
8/3/2016	15:35	1.993034195
8/3/2016	15:40	1.983762622
8/3/2016	15:45	1.97449105
8/3/2016	15:50	1.965219478
8/3/2016	15:55	1.955947905
8/3/2016	16:00	1.946676333
8/3/2016	16:05	1.937404761
8/3/2016	16:10	1.928133188
8/3/2016	16:15	1.918861616
8/3/2016	16:20	1.909590044
8/3/2016	16:25	1.900318471
8/3/2016	16:30	1.891046899
8/3/2016	16:35	1.881775327
8/3/2016	16:40	1.872503754
8/3/2016	16:45	1.863232182
8/3/2016	16:50	1.853960609
8/3/2016	16:55	1.844689037
8/3/2016	17:00	1.835417465
8/3/2016	17:05	1.826145892
8/3/2016	17:10	1.81687432
8/3/2016	17:15	1.807602748
8/3/2016	17:20	1.798331175
8/3/2016	17:25	1.789059603
8/3/2016	17:30	1.779788031
8/3/2016	17:35	1.770516458
8/3/2016	17:40	1.761244886
8/3/2016	17:45	1.751973314
8/3/2016	17:50	1.742701741
8/3/2016	17:55	1.733430169
8/3/2016	18:00	1.724158597
8/3/2016	18:05	1.714887024
8/3/2016	18:10	1.705615452
8/3/2016	18:15	1.69634388
8/3/2016	18:20	1.687072307
8/3/2016	18:25	1.677800735
8/3/2016	18:30	1.668529163
8/3/2016	18:35	1.65925759
8/3/2016	18:40	1.649986018
8/3/2016	18:45	1.640714446
8/3/2016	18:50	1.631442873
8/3/2016	18:55	1.622171301
8/3/2016	19:00	1.612899728
8/3/2016	19:05	1.603628156
8/3/2016	19:10	1.594356584
8/3/2016	19:15	1.585085011
8/3/2016	19:20	1.575813439
8/3/2016	19:25	1.566541867
8/3/2016	19:30	1.557270294
8/3/2016	19:35	1.547998722
8/3/2016	19:40	1.53872715
8/3/2016	19:45	1.529455577
8/3/2016	19:50	1.520184005
8/3/2016	19:55	1.510912433
8/3/2016	20:00	1.50164086
8/3/2016	20:05	1.492369288
8/3/2016	20:10	1.483097716
8/3/2016	20:15	1.473826143
8/3/2016	20:20	1.464554571
8/3/2016	20:25	1.455282999
